"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"MGAT5","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",0.64,"Up in X3",1.692,3.23902428309326,0.00866457151330443,15.73,2,0.0203042652056326,0.00697937561127592,0.0170719162843818
"RBP5","Retinol-binding protein 5",1.69,"Up in X3",1.692,3.23878641865887,0.00866809915510141,15.08,2,0.0203044903803385,0.0111783062713398,0.0251777838627779
"MBD3","Methyl-CpG-binding domain protein 3",-1.02,"Up in X1",1.691,-3.23731265878597,0.00868998853484569,15.2,2,0.0203477096005865,0.00989181341087945,0.0226684198110665
"FCF1","rRNA-processing protein FCF1 homolog",-0.37,"Non-significant",1.69,-3.23566240188728,0.00871456659951584,18.44,2,0.0203971877252117,0.00117207720218719,0.00393597094514278
"EOGT","EGF domain-specific O-linked N-acetylglucosamine transferase",0.49,"Up in X3",1.69,3.2347078661622,0.00872881545254669,16.22,6,0.0204143877599679,0.0109047476886419,0.0246460626713882
"GTF3C2","General transcription factor 3C polypeptide 2",-0.29,"Non-significant",1.69,-3.23484776304591,0.00872672564708261,18.51,8,0.0204143877599679,0.0113367787397711,0.0254668640103362
"NFS1","Cysteine desulfurase, mitochondrial",0.13,"Non-significant",1.688,3.23192448549996,0.00877050083714661,18.95,15,0.0205037745766087,0.0227779752259021,0.0459006855531919
"NDUFS5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5",0.26,"Non-significant",1.687,3.23019856147533,0.00879645155760632,19.72,6,0.0205563206423209,0.00821762128195382,0.0194514813072037
"THOC3","THO complex subunit 3",-0.42,"Up in X1",1.686,-3.22804219305503,0.00882898491601675,17.16,4,0.0206242020324007,0.00791259199100947,0.0189090496004859
"LSR","Lipolysis-stimulated lipoprotein receptor",0.25,"Non-significant",1.685,3.22669167285926,0.00884942308747431,18.84,8,0.020663787059426,0.0112776412025179,0.025353268615235
"SENP1","Sentrin-specific protease 1",-0.73,"Up in X1",1.683,-3.22378711362396,0.00889354370764286,14.94,1,0.0207586185870307,0.00679581773119892,0.016678193630087
"PTPRM","Receptor-type tyrosine-protein phosphatase mu",1.6,"Up in X3",1.681,3.22158606097166,0.00892712794478681,14.96,2,0.0208287918175487,0.0113986057049349,0.0255863239590667
"RBM4B","RNA-binding protein 4B;RNA-binding protein 4B;RNA-binding protein 4",-0.19,"Non-significant",1.681,-3.22043898869402,0.00894468171463936,18.22,12,0.0208615221543244,0.0152943161701409,0.0327767000285127
"FGFR4","Fibroblast growth factor receptor 4",-0.64,"Up in X1",1.68,-3.21982566427591,0.00895408197906842,17.8,4,0.0208752179157399,0.0103913557775144,0.0236574267547337
"MRRF","Ribosome-recycling factor, mitochondrial",-0.53,"Up in X1",1.68,-3.21891733159694,0.00896802234371577,18.99,2,0.0208994833429564,0.00538761532682903,0.0138503465434689
"AGO2","Protein argonaute-2;Protein argonaute-2;Protein argonaute-1",1.05,"Up in X3",1.679,3.21777304528581,0.00898561556800964,15.2,2,0.0209322391007532,0.0103173712809001,0.0235161347723751
"RNF13","E3 ubiquitin-protein ligase RNF13",1.09,"Up in X3",1.679,3.21648368424245,0.00900548163479704,14.32,2,0.0209620121294627,0.0104936400140304,0.0238129304620965
"UBL4A","Ubiquitin-like protein 4A",0.36,"Non-significant",1.679,3.21654590735804,0.00900452188897398,17.3,4,0.0209620121294627,0.0067512916791082,0.0165963410325232
"UBXN6","UBX domain-containing protein 6",0.69,"Up in X3",1.677,3.21378973952408,0.00904713431507507,15.86,5,0.021050685702831,0.0114295118132498,0.0256459694345844
"ARIH1","E3 ubiquitin-protein ligase ARIH1",0.43,"Up in X3",1.674,3.20981409856321,0.00910896460970126,17.04,4,0.0211862199668248,0.00834591626780306,0.0196979603337019
"ESRP2","Epithelial splicing regulatory protein 2",0.42,"Up in X3",1.673,3.20874090454189,0.00912572923749804,17.22,7,0.0212134691034693,0.0117293967517498,0.0261515217479088
"NUBP1","Cytosolic Fe-S cluster assembly factor NUBP1",0.24,"Non-significant",1.673,3.20860524489594,0.0091278506569939,18.37,5,0.0212134691034693,0.00559935895098378,0.0142931004801428
"TUBG1","Tubulin gamma-1 chain",-0.19,"Non-significant",1.673,-3.20814443275072,0.0091350605182855,19.46,12,0.0212218897081646,0.0156049470347042,0.0333337442614964
"SH3KBP1","SH3 domain-containing kinase-binding protein 1",0.86,"Up in X3",1.673,3.20756738015575,0.00914409729523407,14.31,4,0.0212345461914835,0.0114611121348799,0.0257071268013967
"GMFB","Glia maturation factor beta",0.31,"Non-significant",1.672,3.20588164360997,0.00917054874988286,18.04,4,0.0212876174786414,0.00551415166061708,0.0140999288573342
"CCNB1","G2/mitotic-specific cyclin-B1",-1.03,"Up in X1",1.672,-3.20549148336067,0.00917668203458005,14.89,1,0.0212935010190628,0.00968475903825482,0.0222369884475568
"TMEM263","Transmembrane protein 263",0.61,"Up in X3",1.671,3.20414970310765,0.00919780675781628,15.8,3,0.0213341523269302,0.0089787696762871,0.0209245294110243
"FCHO2","F-BAR domain only protein 2",0.68,"Up in X3",1.671,3.20372100709935,0.00920456654603935,16.41,2,0.0213414656163459,0.00796648464345841,0.019012428738133
"TARS3","Threonine--tRNA ligase 2, cytoplasmic;Threonine--tRNA ligase 2, cytoplasmic;Threonine--tRNA ligase 1, cytoplasmic",0.4,"Up in X3",1.666,3.19739650710525,0.00930488558129318,15.91,2,0.0215656122148499,0.00234987507542071,0.00698955879561092
"TIMM8A","Mitochondrial import inner membrane translocase subunit Tim8 A",0.23,"Non-significant",1.665,3.19585490387034,0.00932950754579522,20.07,4,0.0216057519172095,0.00159097088410221,0.00508303170692915
"XPOT","Exportin-T",-0.3,"Non-significant",1.665,-3.19601035810908,0.00932702166497115,18.26,17,0.0216057519172095,0.0148812321757877,0.0320656412178207
"EXOC4","Exocyst complex component 4",0.44,"Up in X3",1.665,3.19438948001535,0.00935297458309053,17.53,18,0.021651623868602,0.0138490156702554,0.0301623302643943
"NAE1","NEDD8-activating enzyme E1 regulatory subunit",0.4,"Up in X3",1.664,3.19333289751143,0.00936993195804314,18.17,15,0.0216823963221514,0.013861710109233,0.030169252921565
"WDR1","WD repeat-containing protein 1",0.14,"Non-significant",1.664,3.19257865871969,0.00938205616990872,21.27,28,0.0217019649559617,0.0279537979534028,0.054552316124764
"RIDA","2-iminobutanoate/2-iminopropanoate deaminase",0.3,"Non-significant",1.663,3.19213164279074,0.00938924941752462,18.65,5,0.0217101167657261,0.00803920578075549,0.0191420445089458
"BHLHE40","Class E basic helix-loop-helix protein 40",2,"Up in X3",1.663,3.19185173476114,0.00939375648582529,14.14,1,0.0217120535650892,0.0120705740334258,0.0268199724204958
"ILF3","Interleukin enhancer-binding factor 3;Interleukin enhancer-binding factor 3;Spermatid perinuclear RNA-binding protein",-0.28,"Non-significant",1.662,-3.19030754781931,0.00941866072703326,19.64,4,0.0217603290631965,0.00427835369908003,0.011465135343051
"LDHAL6B","L-lactate dehydrogenase A-like 6B",2.36,"Up in X3",1.662,3.1901009282466,0.00942199815107479,17.14,2,0.0217603290631965,0.0125020183235341,0.0276436630868277
"HNRNPUL2","Heterogeneous nuclear ribonucleoprotein U-like protein 2",0.09,"Non-significant",1.662,3.1896048437954,0.00943001609682171,20.44,26,0.021765355821967,0.0472071013341545,0.0847464862239661
"SRP72","Signal recognition particle subunit SRP72",-0.1,"Non-significant",1.662,-3.18951112697413,0.00943153157470395,19.1,25,0.021765355821967,0.0392711054348289,0.0723659703699416
"AKAP2","A-kinase anchor protein 2",0.56,"Up in X3",1.661,3.18715547416286,0.00946970632848326,15.1,4,0.0218449326883569,0.0104123951179379,0.0236945024504686
"PRDX1","Peroxiredoxin-2;Peroxiredoxin-1;Peroxiredoxin-1;Peroxiredoxin-4",0.17,"Non-significant",1.66,3.18663883915824,0.0094780998097325,24.21,6,0.0218557741910317,0.00498964527221686,0.0129934513667293
"NAA25","N-alpha-acetyltransferase 25, NatB auxiliary subunit",-0.3,"Non-significant",1.66,-3.18536359617984,0.00949885054893074,17.52,9,0.0218950910393546,0.013049871972454,0.0286622466447699
"ATRX","Transcriptional regulator ATRX",0.62,"Up in X3",1.658,3.18233317995057,0.00954834798652958,14.93,4,0.0220006133318908,0.0109358559391105,0.0246975036609606
"DNAJB1","DnaJ homolog subfamily B member 1;DnaJ homolog subfamily B member 1;DnaJ homolog subfamily B member 4",-0.4,"Up in X1",1.657,-3.18098469341106,0.009570458249407,18.08,1,0.0220429744888055,0.000559850646279618,0.00217793311902465
"MTIF2","Translation initiation factor IF-2, mitochondrial",0.28,"Non-significant",1.656,3.17960367899831,0.0095931561014709,18.55,13,0.0220866555067717,0.0149048299852511,0.0320933307218365
"RDH10","Retinol dehydrogenase 10",0.39,"Up in X3",1.654,3.17683884673509,0.00963876338242275,17.49,4,0.0221830272010095,0.00808249357517325,0.0191987613345243
"ARHGAP27","Rho GTPase-activating protein 27",0.72,"Up in X3",1.653,3.17550117072207,0.00966090850168895,16.3,4,0.0222253482132556,0.0116090378770184,0.0259503880310985
"CDC26","Anaphase-promoting complex subunit CDC26",0.61,"Up in X3",1.653,3.17445013241223,0.009678344831907,15.49,2,0.022242011861836,0.00747166319050447,0.0180063733030791
"CHID1","Chitinase domain-containing protein 1",0.42,"Up in X3",1.653,3.17438485278801,0.0096794288565536,16.68,6,0.022242011861836,0.0116771986132398,0.0260830442410494
"ITIH1","Inter-alpha-trypsin inhibitor heavy chain H1",-0.76,"Up in X1",1.653,-3.17450765064533,0.0096773897946977,14.17,1,0.022242011861836,0.0079375208203835,0.0189533134359198
"LAMB2","Laminin subunit beta-2",0.93,"Up in X3",1.653,3.17381727800321,0.00968885915804753,15.4,13,0.0222464026535379,0.0134186715236395,0.0293524138282347
"MRPL20","39S ribosomal protein L20, mitochondrial",0.28,"Non-significant",1.653,3.17385083452431,0.00968830135263852,18.68,4,0.0222464026535379,0.00460560643872143,0.0121386963465099
"ADPGK","ADP-dependent glucokinase",0.28,"Non-significant",1.653,3.17332337815645,0.00969707298449648,17.91,10,0.0222479956763341,0.0138923532917177,0.0302098693227098
"SLIRP","SRA stem-loop-interacting RNA-binding protein, mitochondrial",-0.12,"Non-significant",1.653,-3.17342106498294,0.0096954478344115,22.45,13,0.0222479956763341,0.0233844757647571,0.0469464417715423
"PTGES2","Prostaglandin E synthase 2",0.15,"Non-significant",1.653,3.17297173081303,0.00970292541010888,18.76,13,0.0222527944386102,0.0195810707736714,0.0403838256423191
"SLC5A6","Sodium-dependent multivitamin transporter",-0.25,"Non-significant",1.649,-3.1680512599369,0.00978519586290342,18.16,6,0.0224327795121269,0.00924642213458407,0.0214133384619702
"PRKAA2","5'-AMP-activated protein kinase catalytic subunit alpha-2;5'-AMP-activated protein kinase catalytic subunit alpha-2;5'-AMP-activated protein kinase catalytic subunit alpha-1",0.44,"Up in X3",1.649,3.16726892011105,0.00979834213574339,17.35,1,0.0224542178223058,0.00152415755615389,0.00490933057145486
"SIK3","Serine/threonine-protein kinase SIK3",1.15,"Up in X3",1.648,3.16675120371284,0.00980705165304872,14,1,0.0224654760476536,0.010935663564473,0.0246975036609606
"SFPQ","Splicing factor, proline- and glutamine-rich;Splicing factor, proline- and glutamine-rich;Non-POU domain-containing octamer-binding protein;Non-POU domain-containing octamer-binding protein",-0.34,"Non-significant",1.648,-3.16571377528972,0.0098245280723424,22.31,1,0.022496800543363,8.71092035336744e-06,8.76573396783591e-05
"SMARCAD1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1",-1.32,"Up in X1",1.642,-3.15804885308031,0.00995464043424775,14.35,3,0.0227859216438855,0.0127621791201992,0.0281243254578095
"NUTF2","Nuclear transport factor 2",0.41,"Up in X3",1.642,3.15736984371348,0.00996625118026454,20.61,3,0.0228036768111467,0.00612449375280177,0.0153790911009725
"DCTD","Deoxycytidylate deaminase",0.37,"Non-significant",1.64,3.15507856421874,0.0100055331775913,17.47,4,0.02288470808342,0.008067988148409,0.0191797050518827
"SLC43A1","Large neutral amino acids transporter small subunit 3",-0.92,"Up in X1",1.64,-3.15419104158875,0.0100207914346868,14.17,2,0.0229107507415154,0.0109490261437109,0.024698965952092
"LAS1L","Ribosomal biogenesis protein LAS1L",-0.17,"Non-significant",1.639,-3.15247343393972,0.0100503880064849,19.07,14,0.0229695426165976,0.0195544901675136,0.040371220628464
"KRT36","Keratin, type I cuticular Ha6",1.09,"Up in X3",1.639,3.15195883290502,0.0100592726047887,17.47,2,0.0229809714295501,0.0117299541522647,0.0261515217479088
"COX15","Cytochrome c oxidase assembly protein COX15 homolog",0.41,"Up in X3",1.638,3.15120880597013,0.0100722362007322,16.68,3,0.0230017065224748,0.00610298898278508,0.0153339217881696
"MAPK13","Mitogen-activated protein kinase 13;Mitogen-activated protein kinase 8;Mitogen-activated protein kinase 9;Mitogen-activated protein kinase 14",0.71,"Up in X3",1.637,3.1488886851676,0.0101124456708285,15.7,1,0.0230846223126128,0.00772483043098011,0.018530921386994
"STIP1","Stress-induced-phosphoprotein 1",-0.14,"Non-significant",1.636,-3.14837353481294,0.0101213958329154,22.25,24,0.0230961431328038,0.0264989107775312,0.0521256832016796
"IFNGR1","Interferon gamma receptor 1",-1.3,"Up in X1",1.636,-3.14797420406037,0.0101283393227333,14.83,2,0.0231030777843536,0.0123938687895217,0.0274570854982564
"NSFL1C","NSFL1 cofactor p47",0.18,"Non-significant",1.634,3.14494834713857,0.0101811106407575,20.65,20,0.0232145016036077,0.0207190226388684,0.0422302641936563
"GATC","Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",-0.36,"Non-significant",1.634,-3.14465056621086,0.0101863191239205,17.55,5,0.0232174307612625,0.0102106927975358,0.0233178962883131
"AFDN","Afadin (Fragment)",1.54,"Up in X3",1.634,3.14437811104483,0.0101910870171863,14.47,1,0.023219353823909,0.0124828138340261,0.0276115175536196
"SAMD1","Atherin",-0.88,"Up in X1",1.634,-3.14352990761614,0.0102059449427475,14.38,2,0.0232442556682974,0.010880671878624,0.0246104493523771
"SMIM12","Small integral membrane protein 12",-0.44,"Up in X1",1.629,-3.13737894031128,0.0103143546637902,17.7,2,0.0234821225646966,0.00417889979542673,0.0112291326473842
"WFIKKN2","WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",0.9,"Up in X3",1.627,3.13449734609402,0.0103655457837836,16.75,1,0.0235895901548644,0.0101247360158408,0.0231484014705293
"NUDT7","Peroxisomal coenzyme A diphosphatase NUDT7",1.61,"Up in X3",1.626,3.13236897837158,0.0104035223315862,16.64,2,0.0236669133548619,0.013228206293658,0.0289893691257683
"CD68","Macrosialin",1.06,"Up in X3",1.625,3.13052612766106,0.0104365190443652,15.47,1,0.0237237353766841,0.0112539838672655,0.0253097007003459
"SLC25A19","Mitochondrial thiamine pyrophosphate carrier",0.31,"Non-significant",1.625,3.13052988084413,0.0104364517342731,17.52,9,0.0237237353766841,0.0142340178489953,0.0308960688233695
"UNC45A","Protein unc-45 homolog A",-0.14,"Non-significant",1.624,-3.12860903064306,0.0104709584740307,18.57,21,0.0237928806800458,0.0279019824972765,0.0544871387578829
"AAK1","AP2-associated protein kinase 1 (Fragment)",0.75,"Up in X3",1.623,3.12777295241656,0.0104860143720401,16.2,3,0.0238179451206762,0.0117125686942212,0.0261324543603722
"ARMH3","Armadillo-like helical domain-containing protein 3",0.58,"Up in X3",1.623,3.12724562689364,0.0104955216792013,15.7,4,0.0238303920858919,0.0117704130045861,0.0262318394531586
"PEX5","Peroxisomal targeting signal 1 receptor",0.2,"Non-significant",1.621,3.12430033906117,0.0105487850746194,16.27,5,0.0239421408847423,0.00449736755828127,0.0119492248955322
"SNRNP40","U5 small nuclear ribonucleoprotein 40 kDa protein",-0.13,"Non-significant",1.618,-3.12061340027564,0.0106158494562877,19.87,14,0.0240851155033951,0.0244696227904733,0.0487169441625943
"GINS3","DNA replication complex GINS protein PSF3",0.9,"Up in X3",1.617,3.11851344180496,0.0106542413012915,14.66,3,0.0241629535376549,0.0126647808048086,0.0279304912493672
"PSMB1","Proteasome subunit beta type-1",0.13,"Non-significant",1.616,3.1177346298889,0.0106685156546626,21.89,12,0.024186056371126,0.022098255424236,0.0447026931094716
"SNX30","Sorting nexin-30",0.5,"Up in X3",1.615,3.11514827585497,0.0107160593663528,16.59,6,0.0242845359137149,0.0133781393447125,0.0292746258794797
"MBNL1","Muscleblind-like protein 1;Muscleblind-like protein 1;Muscleblind-like protein 3",1,"Up in X3",1.614,3.11443551464438,0.0107291996453052,15.19,1,0.0243050054752186,0.0112330145625029,0.0252721472115323
"LRRC57","Leucine-rich repeat-containing protein 57",0.41,"Up in X3",1.612,3.11100261379417,0.0107927181658428,17.14,5,0.024439538227054,0.0116533545952027,0.0260396144787818
"TBC1D17","TBC1 domain family member 17",0.95,"Up in X3",1.611,3.10904022046689,0.0108292001374784,15.21,3,0.0245127686356005,0.0130414843072605,0.02865446069293
"HCCS","Cytochrome c-type heme lyase",-0.26,"Non-significant",1.611,-3.1087571404079,0.0108344731156634,18.2,7,0.0245153259752888,0.012442880721528,0.0275540887834137
"CHRD","Chordin",0.72,"Up in X3",1.61,3.1077489465652,0.0108532741726327,17.87,2,0.0245484798468913,0.0102268834213428,0.0233458600324404
"NUP205","Nuclear pore complex protein Nup205",-0.14,"Non-significant",1.609,-3.10687386948979,0.0108696197893047,19.37,41,0.0245760566653862,0.0297498583619392,0.0575073217666103
"RPS20","40S ribosomal protein S20",-0.25,"Non-significant",1.609,-3.10543998972131,0.0108964575710298,21.67,9,0.0246273259922777,0.014825633938342,0.031969123911505
"NF2","Merlin",1.34,"Up in X3",1.607,3.10261642912353,0.0109495034568734,15.11,2,0.0247377670692325,0.0134687154706533,0.0294183792690496
"FARS2","Phenylalanine--tRNA ligase, mitochondrial",0.51,"Up in X3",1.605,3.100278581419,0.0109936234125056,17.24,2,0.0248257642355079,0.00660681086975193,0.0162953313531981
"RPL32","60S ribosomal protein L32",-0.29,"Non-significant",1.605,-3.10010828318453,0.0109968443571516,19.56,3,0.0248257642355079,0.00199902299253462,0.00612020866943506
"WDR81","WD repeat-containing protein 81",0.22,"Non-significant",1.604,3.09907893957485,0.011016333381958,16.48,8,0.0248602763619548,0.0136514867008761,0.0297736258050438
