Genes,ProtDesc,X1_vs_X1H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
IKBIP,Inhibitor of nuclear factor kappa-B kinase-interacting protein,0.06,Non-significant,0.516,1.5099051832112,0.161700071896599,19.81,18,0.304900995988583,0.247808990286509,0.412679261255928,0.06
USP3,Ubiquitin carboxyl-terminal hydrolase 3,0.54,Non-significant,0.516,1.51021690104906,0.161621675174704,14.12,1,0.304900995988583,0.164215331985043,0.309151167469137,0.54
EHD4,EH domain-containing protein 4,-0.28,Non-significant,0.516,-1.50913992744929,0.161892673304588,16.4,9,0.305073542542086,0.178530559444794,0.327961912522461,-0.28
GHITM,Growth hormone-inducible transmembrane protein,-0.28,Non-significant,0.516,-1.5087225066599,0.161997814883764,19.57,2,0.305073542542086,0.133851455596937,0.266486898643026,-0.28
NOMO2,Nodal modulator 2,-0.85,Non-significant,0.516,-1.50899029097075,0.161930357496242,20.02,2,0.305073542542086,0.173999988179991,0.320934516851935,-0.85
PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",0.06,Non-significant,0.516,1.50879783725452,0.161978835927097,19.72,16,0.305073542542086,0.244091563636633,0.409236533373029,0.06
ACBD3,Golgi resident protein GCP60,-0.05,Non-significant,0.515,-1.50835593308691,0.162090197857019,19.4,11,0.30515039793827,0.221119644017506,0.380781412587771,-0.05
ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,0.05,Non-significant,0.515,1.50752705858836,0.16229925776868,21.55,45,0.305252609096401,0.295147031483609,0.466848010212841,0.05
FTH1,Ferritin heavy chain,0.09,Non-significant,0.515,1.50768466416913,0.162259488214533,20.45,5,0.305252609096401,0.0746821642028606,0.17435132190491,0.09
GALT,Galactose-1-phosphate uridylyltransferase,0.54,Non-significant,0.515,1.5078247994378,0.162224134167644,16.13,4,0.305252609096401,0.174504545037494,0.321264279087384,0.54
CIAO2A,Cytosolic iron-sulfur assembly component 2A,-0.24,Non-significant,0.515,-1.50688257282857,0.162461972927537,16.15,2,0.305461548716948,0.11549865128953,0.239455332754082,-0.24
ALG5,Dolichyl-phosphate beta-glucosyltransferase,-0.29,Non-significant,0.515,-1.50662159678058,0.162527902641158,19.11,5,0.305488437079965,0.169738797112025,0.315791586538781,-0.29
TBK1,Serine/threonine-protein kinase TBK1,-0.19,Non-significant,0.514,-1.50437602797392,0.163096156924043,15.25,7,0.306459180857275,0.173337160126864,0.320083109681265,-0.19
DPF2,Zinc finger protein ubi-d4,0.16,Non-significant,0.513,1.50379384144792,0.163243764247571,17.15,6,0.306639159699326,0.161072068847281,0.305104995441351,0.16
PPWD1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,0.19,Non-significant,0.513,1.5034867804045,0.163321663129929,17.68,9,0.30668812463973,0.180014611907217,0.329664642109256,0.19
PSMA4,Proteasome subunit alpha type (Fragment),-0.79,Non-significant,0.512,-1.501486969933,0.163829789403451,15.21,1,0.307544690323674,0.174127284002507,0.320998066106109,-0.79
BUD13,BUD13 homolog,0.24,Non-significant,0.511,1.49949179037653,0.164338106927029,16.96,5,0.308401071578569,0.167820271493591,0.313741720830198,0.24
NCK1,Cytoplasmic protein NCK2;Cytoplasmic protein NCK1,-0.36,Non-significant,0.51,-1.4979556931654,0.164730395248673,15.84,4,0.308944692152805,0.171732678825541,0.318140970761028,-0.36
SCAP,Sterol regulatory element-binding protein cleavage-activating protein,-0.45,Non-significant,0.51,-1.4979485831096,0.164732212902163,15.53,8,0.308944692152805,0.180988576855408,0.330917937145472,-0.45
GCNT2,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase",0.71,Non-significant,0.51,1.49760233882283,0.164820749750175,16.42,2,0.309012793495495,0.175042141040546,0.322153763153005,0.71
MKRN2,Probable E3 ubiquitin-protein ligase makorin-2,-0.87,Non-significant,0.509,-1.49645787016603,0.165113691519766,16.33,4,0.30946395714997,0.180175843474554,0.329817548388229,-0.87
SLC25A5,ADP/ATP translocase 2;ADP/ATP translocase 2;ADP/ATP translocase 2;ADP/ATP translocase 1;ADP/ATP translocase 1;ADP/ATP translocase 3,0.22,Non-significant,0.509,1.4950238336324,0.165481389578649,22.71,8,0.310054902513257,0.180209588294599,0.329817548388229,0.22
RNASEH2A,Ribonuclease H2 subunit A,1.08,Non-significant,0.508,1.49446446916696,0.16562500740575,17.15,3,0.310225757777723,0.180584814191144,0.330312127338849,1.08
AP4S1,AP-4 complex subunit sigma-1,-0.47,Non-significant,0.508,-1.49270543596626,0.166077347008566,14.64,1,0.310771376226892,0.164716511446139,0.309509471335774,-0.47
GYG1,Glycogenin-1,-0.35,Non-significant,0.508,-1.4925149612162,0.166126392260548,18.5,2,0.310771376226892,0.15540862104304,0.296987882470621,-0.35
SMG9,Protein SMG9,-0.56,Non-significant,0.508,-1.49294671055585,0.166015239352529,14.76,4,0.310771376226892,0.178742002598764,0.328132830634106,-0.56
YIF1A,Protein YIF1A,0.38,Non-significant,0.508,1.49258896893991,0.166107334555891,14.44,3,0.310771376226892,0.168052755014252,0.313977944875064,0.38
CDR2,Cerebellar degeneration-related protein 2,-0.22,Non-significant,0.507,-1.491925003037,0.166278379990586,16.24,1,0.310859138832321,0.0884919326375413,0.197066904560155,-0.22
ZBTB8OS,Protein archease,0.72,Non-significant,0.507,1.49209367177851,0.166234914476567,13.9,1,0.310859138832321,0.175309598840763,0.322545676722884,0.72
TMEM126A,Transmembrane protein 126A,-0.13,Non-significant,0.507,-1.49076761429943,0.166576901981966,18.32,7,0.311318865769834,0.169456610665415,0.315703641469541,-0.13
SEC31A,Protein transport protein Sec31A,-0.07,Non-significant,0.507,-1.49055838830803,0.166630916590568,20.44,37,0.311321481991283,0.251314027634494,0.41630042035646603,-0.07
NDUFAF2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,-0.08,Non-significant,0.506,-1.48873873501931,0.167101325773106,19.78,11,0.312101813320539,0.204185838268055,0.360539422570003,-0.08
GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",0.07,Non-significant,0.505,1.48703003106431,0.167544099615711,18.61,11,0.312731368273237,0.210044094101815,0.36704988328424,0.07
GCDH,"Glutaryl-CoA dehydrogenase, mitochondrial",0.25,Non-significant,0.505,1.48705338083323,0.167538042185605,16.58,4,0.312731368273237,0.163542536063285,0.308080606776968,0.25
NLRX1,NLR family member X1,0.32,Non-significant,0.503,1.48474824955768,0.168136957959712,15.67,19,0.313739003547026,0.188016760067621,0.341046955646876,0.32
TENT4B,Terminal nucleotidyltransferase 4B,-0.24,Non-significant,0.503,-1.48361579840418,0.168431867906351,16.78,4,0.314190215133,0.162209704122726,0.306545774287502,-0.24
PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,0.09,Non-significant,0.503,1.48317671268371,0.168546333804815,17.65,13,0.314304650842449,0.210404750051699,0.36746307734826,0.09
MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,-0.28,Non-significant,0.502,-1.48245720742615,0.168734048175595,15.41,2,0.314555564919658,0.143073001052743,0.279117358136854,-0.28
PARD3,Partitioning defective 3 homolog,-0.81,Non-significant,0.501,-1.4798399861569,0.169418390578636,15.73,4,0.315731847890958,0.184379324694087,0.33547738751996,-0.81
DDX49,Probable ATP-dependent RNA helicase DDX49,0.16,Non-significant,0.5,1.47835181237442,0.169808582446146,18.21,6,0.316359377309145,0.169250604462988,0.315534208222188,0.16
CA9,Carbonic anhydrase 9,0.5,Non-significant,0.499,1.47683346809835,0.170207485018891,14.29,5,0.316902985795085,0.184057257167868,0.335200612699992,0.5
CDK5RAP3,CDK5 regulatory subunit-associated protein 3,0.07,Non-significant,0.499,1.47689064864054,0.170192447769886,19.42,19,0.316902985795085,0.238894328139499,0.403176765431094,0.07
RNF114,E3 ubiquitin-protein ligase RNF114,-0.5,Non-significant,0.499,-1.47655973569842,0.170279486634576,15.08,2,0.316937314380871,0.174197192879283,0.320998066106109,-0.5
SNRPD3,Small nuclear ribonucleoprotein Sm D3,0.12,Non-significant,0.499,1.47624658085754,0.170361890058119,22.74,4,0.316990975935185,0.0927857238466949,0.204398037230415,0.12
TMF1,TATA element modulatory factor,0.12,Non-significant,0.499,1.47603639919832,0.170417216481112,16.53,14,0.316994237635567,0.202550564190837,0.358658603312853,0.12
GFM2,"Ribosome-releasing factor 2, mitochondrial",0.44,Non-significant,0.499,1.47561160433579,0.170529083229602,16.68,13,0.317102635282702,0.18846115433694,0.341622466596079,0.44
VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,0.09,Non-significant,0.498,1.47465518863955,0.170781180752031,18.15,7,0.317471645149156,0.157457312564376,0.299486140753367,0.09
RNF25,E3 ubiquitin-protein ligase RNF25,1.06,Non-significant,0.497,1.47296778479688,0.171226741043299,15.36,1,0.318199945588317,0.184721124566276,0.335892714830564,1.06
PSAP,Prosaposin,0.09,Non-significant,0.496,1.47121015788038,0.171691910287536,22.93,20,0.318964217636217,0.222550853700335,0.38268916051871,0.09
YARS2,"Tyrosine--tRNA ligase, mitochondrial",-0.09,Non-significant,0.496,-1.47085567237431,0.171785859577185,19.66,17,0.319038584782863,0.220844471831833,0.380418264870148,-0.09
ASPDH,Putative L-aspartate dehydrogenase,-0.46,Non-significant,0.494,-1.46745996670421,0.172688072594451,14.33,3,0.320613531704225,0.179776144199214,0.329329859203327,-0.46
PTPRG,Receptor-type tyrosine-protein phosphatase gamma,0.24,Non-significant,0.494,1.4666284722636,0.172909615951852,16.05,5,0.320924152317161,0.177121353608414,0.325575349270266,0.24
MMAB,Corrinoid adenosyltransferase,-0.16,Non-significant,0.493,-1.46624340921676,0.173012295103858,18.38,4,0.321014032652721,0.137447278639644,0.271453787620418,-0.16
PHLDB2,Pleckstrin homology-like domain family B member 2,0.31,Non-significant,0.493,1.46602368462322,0.173070909404144,14.22,2,0.321022122553078,0.156121379022928,0.297990386993119,0.31
KHDRBS1,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",0.1,Non-significant,0.493,1.46574571310831,0.173145086321705,22.44,8,0.321059064796468,0.181034538201774,0.330917937145472,0.1
CLN3,Battenin,-0.14,Non-significant,0.492,-1.46403028799854,0.173603455277928,18.36,3,0.321808159423402,0.0779120651215598,0.179589282946735,-0.14
EBAG9,Receptor-binding cancer antigen expressed on SiSo cells,-0.36,Non-significant,0.492,-1.46262987769585,0.17397842550958,14.67,1,0.32240223731293,0.159137157827118,0.302186958556821,-0.36
AKAP9,A-kinase anchor protein 9,0.33,Non-significant,0.491,1.46202427797728,0.174140795210501,15.14,9,0.32260209306842,0.191179973933112,0.344828355645886,0.33
SPTAN1,"Spectrin alpha chain, non-erythrocytic 1",0.39,Non-significant,0.491,1.46148420608786,0.174285706029962,15.62,2,0.322769490635143,0.170441726799398,0.316542277925938,0.39
SEPHS1,"Selenide, water dikinase 1",-0.2,Non-significant,0.49,-1.45928999181855,0.17487552048537,18.59,5,0.323674270191831,0.172854377548323,0.319418910666279,-0.2
SLC43A1,Large neutral amino acids transporter small subunit 3,-0.54,Non-significant,0.49,-1.45925973989972,0.174883664323692,14.36,2,0.323674270191831,0.181156635926055,0.330936651674735,-0.54
SLTM,SAFB-like transcription modulator,0.1,Non-significant,0.49,1.45888129797271,0.174985568739732,17.92,11,0.323761604200436,0.203801050516988,0.360074892776655,0.1
ZNF592,Zinc finger protein 592,0.38,Non-significant,0.49,1.45844248617334,0.175103793125428,17.1,2,0.323879069685263,0.169617725892707,0.315791586538781,0.38
VMA21,Vacuolar ATPase assembly integral membrane protein VMA21,-0.49,Non-significant,0.489,-1.45713624278874,0.175456127136152,17.68,2,0.324429345082692,0.179402713896369,0.328995335232548,-0.49
RALGAPB,Ral GTPase-activating protein subunit beta,0.21,Non-significant,0.488,1.45595064089016,0.1757764480916,17.02,15,0.324818626907556,0.198306621592907,0.353080275238949,0.21
SUMO2,Small ubiquitin-related modifier 3,-0.15,Non-significant,0.488,-1.45612447420591,0.175729451100013,21.29,2,0.324818626907556,0.0247305320436893,0.0754281227332524,-0.15
COPB2,Coatomer subunit beta',0.08,Non-significant,0.488,1.4555429192217,0.175886720751078,21.1,30,0.324920926220459,0.247527721993846,0.4125694453627,0.08
APOO,MICOS complex subunit MIC26,0.13,Non-significant,0.488,1.45526225064784,0.175962665107011,18.57,5,0.324959765742255,0.146374856045254,0.283874147236895,0.13
ORC1,Origin recognition complex subunit 1,-0.45,Non-significant,0.488,-1.45449664666748,0.176169968434031,15.6,5,0.325241093049661,0.189526609620767,0.342735008901614,-0.45
CLYBL,"Citramalyl-CoA lyase, mitochondrial",0.21,Non-significant,0.487,1.45308818265381,0.176551887886167,16.85,9,0.325844516725654,0.193668745778956,0.347780870644637,0.21
POLR2D,DNA-directed RNA polymerase II subunit RPB4,0.28,Non-significant,0.487,1.4521882948744,0.176796273963348,18.5,3,0.326193811362997,0.167703784638088,0.313648483195259,0.28
RBM17,Splicing factor 45,0.05,Non-significant,0.486,1.45094409473164,0.177134644898212,19.36,13,0.326716238735261,0.264725004898503,0.431865964704836,0.05
KYAT1,Kynurenine--oxoglutarate transaminase 1,-0.77,Non-significant,0.485,-1.45023572741169,0.177327539830342,15.27,4,0.326970100709297,0.19237411603574,0.34640220468152,-0.77
SNX30,Sorting nexin-30,-0.68,Non-significant,0.485,-1.44999590648639,0.177392886127716,16,6,0.326988693837288,0.193608310268349,0.347777890667219,-0.68
DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 1,-0.17,Non-significant,0.485,-1.44977234912556,0.177453819554544,18.34,1,0.32699914366373,0.0387002760646421,0.106062776041912,-0.17
POP4,Ribonuclease P protein subunit p29,0.21,Non-significant,0.484,1.44786843682506,0.177973483760905,16.6,2,0.32785463991696,0.113659228114253,0.23680339885635,0.21
MRM3,"rRNA methyltransferase 3, mitochondrial",0.13,Non-significant,0.484,1.44733423447816,0.178119526286875,17.81,3,0.328021549031882,0.0570605011720185,0.141503346787441,0.13
ORAI1,Calcium release-activated calcium channel protein 1,0.48,Non-significant,0.484,1.44652402792856,0.178341220258879,14.28,1,0.328327629207153,0.178789968897137,0.328132830634106,0.48
TRAM2,Translocating chain-associated membrane protein 2,0.2,Non-significant,0.483,1.44597227237341,0.178492330648974,17.74,3,0.328503614447895,0.139608542244107,0.274439782212088,0.2
CBX3,Chromobox protein homolog 5;Chromobox protein homolog 3,0.18,Non-significant,0.483,1.44453821348785,0.178885592941761,20.08,8,0.329125016615796,0.193103983060773,0.34739929090015,0.18
HADH,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",0.07,Non-significant,0.483,1.44385901177997,0.179072109710661,21.18,9,0.329161128660447,0.196329236990939,0.351342571472916,0.07
POFUT1,GDP-fucose protein O-fucosyltransferase 1,-0.08,Non-significant,0.483,-1.44408761222411,0.179009314736089,19.25,12,0.329161128660447,0.220451497028521,0.380073283192821,-0.08
PSMC5,26S proteasome regulatory subunit 8;26S proteasome regulatory subunit 8;ATPase family protein 2 homolog,0.16,Non-significant,0.483,1.44397966031411,0.179038966032566,19.6,1,0.329161128660447,0.0197813716552165,0.0632928967684095,0.16
EPS8,Epidermal growth factor receptor kinase substrate 8,0.24,Non-significant,0.482,1.44336167804626,0.179208789114206,16.14,3,0.329310063723216,0.159485809368749,0.302751855641607,0.24
QDPR,Dihydropteridine reductase,0.08,Non-significant,0.482,1.44302512958911,0.179301331540258,19.09,11,0.329377826365633,0.213297276006228,0.370788504887298,0.08
TRPC4AP,Short transient receptor potential channel 4-associated protein,-0.68,Non-significant,0.482,-1.44263240039715,0.179409374053028,14.98,5,0.329474011878264,0.1949825531091,0.349397870001983,-0.68
ALDH7A1,Alpha-aminoadipic semialdehyde dehydrogenase (Fragment),0.25,Non-significant,0.481,1.44032986483553,0.180043940584311,18.22,2,0.330453072576232,0.141968856786282,0.277695777059317,0.25
DPP9,Dipeptidyl peptidase 9,-0.08,Non-significant,0.481,-1.44029269271262,0.180054200775016,18.55,9,0.330453072576232,0.197312040511551,0.35250463276173,-0.08
HGD,"Homogentisate 1,2-dioxygenase",-0.14,Non-significant,0.481,-1.43958141135857,0.180250624033177,18.85,12,0.33071098989281,0.205307233555766,0.361763818031408,-0.14
VPS72,Vacuolar protein sorting-associated protein 72 homolog,-0.28,Non-significant,0.48,-1.43922960287687,0.18034784520293,17.66,3,0.33078679481269,0.171161986527676,0.317183048632715,-0.28
EEPD1,Endonuclease/exonuclease/phosphatase family domain-containing protein 1,0.34,Non-significant,0.478,1.4357539781923,0.181310738439058,15.72,2,0.332449841755162,0.171109427215259,0.317183048632715,0.34
KLF16,Krueppel-like factor 16,0.73,Non-significant,0.478,1.4355009590833,0.181381006789562,16.8,1,0.332475655877893,0.191413964869495,0.345093366889947,0.73
PPP1R8,Nuclear inhibitor of protein phosphatase 1,-0.15,Non-significant,0.477,-1.43338976670968,0.181968234947008,18.18,6,0.333448760043805,0.180591470667767,0.330312127338849,-0.15
CLP1,Polyribonucleotide 5'-hydroxyl-kinase Clp1,-0.24,Non-significant,0.477,-1.43318131800403,0.182026303055614,16.2,2,0.333451899436554,0.140734775818899,0.275828972679836,-0.24
BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",0.15,Non-significant,0.477,1.43258058445607,0.182193739636691,17.66,5,0.333552090789078,0.164719507391643,0.309509471335774,0.15
DYNLT1,Dynein light chain Tctex-type 1,-0.25,Non-significant,0.477,-1.43261501861653,0.182184138583501,17.3,3,0.333552090789078,0.166574649263164,0.31210329312544,-0.25
ISCA2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",0.11,Non-significant,0.476,1.43155086511602,0.182481049546367,17.16,6,0.333974751056558,0.159837892079588,0.303225651630304,0.11
WDR6,WD repeat-containing protein 6,-0.28,Non-significant,0.476,-1.43108460352037,0.182611272116871,15.82,6,0.334109739367818,0.194551006146154,0.348783782328246,-0.28
CYP17A1,"Steroid 17-alpha-hydroxylase/17,20 lyase",0.42,Non-significant,0.475,1.42938647324214,0.183086215851065,14.34,4,0.334875158946136,0.193296630745404,0.347640171465214,0.42
CDSN,Corneodesmosin;Corneodesmosin,-0.59,Non-significant,0.475,-1.42912054005954,0.183160689215811,16.02,1,0.334907848606289,0.189413300928959,0.342634821643732,-0.59
MIB2,E3 ubiquitin-protein ligase MIB2,0.61,Non-significant,0.474,1.42773004634249,0.183550512127554,14.49,1,0.335515448186441,0.190795776226473,0.344398599125089,0.61
NRBF2,Nuclear receptor-binding factor 2,-0.46,Non-significant,0.474,-1.4275309303799,0.183606391960064,15.45,2,0.335515448186441,0.186209056909982,0.338286456781198,-0.46
AKAP17A,A-kinase anchor protein 17A,-0.33,Non-significant,0.474,-1.42700457261064,0.183754178781792,16.99,3,0.335681838793413,0.18228727385938,0.332283980106578,-0.33
