Genes,ProtDesc,X3_vs_X3H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
EML1,Echinoderm microtubule-associated protein-like 1,-0.34,Non-significant,0.285,-1.09393421917106,0.299144302133207,14.31,2,0.519377005787027,0.305723959484303,0.522307207260906,-0.34
RPL32,60S ribosomal protein L32,-0.11,Non-significant,0.284,-1.09298007356078,0.299543648204364,19.36,3,0.519917795959291,0.208921038872597,0.41571792518586,-0.11
ASCC2,Activating signal cointegrator 1 complex subunit 2,-0.12,Non-significant,0.284,-1.09226720578193,0.29984227766296,17.23,3,0.520283506431593,0.243714255065646,0.456173460211777,-0.12
COMMD9,COMM domain-containing protein 9,-0.23,Non-significant,0.283,-1.09152149749195,0.300154909151387,15.65,5,0.520673291541706,0.315628896356722,0.531232785463674,-0.23
ELMO2,Engulfment and cell motility protein 2,0.1,Non-significant,0.283,1.09111966227611,0.300323478720606,17.52,10,0.520813019809445,0.325422839837403,0.54042294227278,0.1
HLTF,Helicase-like transcription factor,-0.26,Non-significant,0.283,-1.09047534653963,0.300593920406034,15.99,3,0.521129278359949,0.307042011121345,0.523087933758787,-0.26
FKBP15,FK506-binding protein 15,0.17,Non-significant,0.283,1.08973706039661,0.300904034541471,16.61,7,0.521514110246598,0.319172538350295,0.534096757132404,0.17
DNAJB1,DnaJ homolog subfamily B member 1;DnaJ homolog subfamily B member 1;DnaJ homolog subfamily B member 4,0.14,Non-significant,0.283,1.08948535745156,0.301009817465151,17.95,1,0.521544682266851,0.152132719196425,0.3442330017152,0.14
LRRC47,Leucine-rich repeat-containing protein 47,0.06,Non-significant,0.282,1.08816000161787,0.3015672941066,20.23,22,0.522357634434647,0.361050102240891,0.577699690362183,0.06
C7orf26,Uncharacterized protein C7orf26,0.48,Non-significant,0.28,1.08470096474033,0.303025978160076,14.82,2,0.524730673916644,0.317191199922284,0.532280297770889,0.48
CCNK,Cyclin-K,-0.11,Non-significant,0.28,-1.08416594069381,0.303252080950255,19.13,5,0.52496856728574,0.296818377217407,0.512631155281786,-0.11
DMAC1,Distal membrane-arm assembly complex protein 1,-0.35,Non-significant,0.28,-1.08336514609235,0.303590740539806,15.37,2,0.525247488822817,0.31094336853299,0.526574674187092,-0.35
PFDN2,Prefoldin subunit 2,-0.08,Non-significant,0.28,-1.08338052726301,0.303584233048425,18.67,5,0.525247488822817,0.270292272610825,0.485967601652462,-0.08
GJB1,Gap junction beta-1 protein,0.13,Non-significant,0.279,1.08291059963315,0.303783099023388,19.05,3,0.525426657971759,0.263597002445822,0.478583449976044,0.13
AKR1C1,Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C1,0.11,Non-significant,0.279,1.08219036760231,0.304088083364441,22.15,3,0.525800464426475,0.214411673181226,0.42146479489919503,0.11
GNA12,Guanine nucleotide-binding protein subunit alpha-12;Guanine nucleotide-binding protein subunit alpha-12;Guanine nucleotide-binding protein subunit alpha-13,-0.11,Non-significant,0.279,-1.08127725735431,0.304475079265931,19.11,1,0.526315817708593,0.0316248660281044,0.135499154444818,-0.11
ASF1A,Histone chaperone ASF1B;Histone chaperone ASF1A,0.5,Non-significant,0.278,1.08040523485724,0.304845012838737,18.14,1,0.526801384628157,0.316480553174366,0.531993020776341,0.5
USP8,Ubiquitin carboxyl-terminal hydrolase 8,-0.06,Non-significant,0.278,-1.07955849262506,0.305204550658709,17.35,8,0.527268708393455,0.317711913754511,0.533002946891251,-0.06
CAVIN1,Caveolae-associated protein 1,-0.33,Non-significant,0.278,-1.07883040478856,0.305513965360003,14.96,1,0.527649192362854,0.303402463992415,0.520260611236042,-0.33
CCDC137,Coiled-coil domain-containing protein 137,0.16,Non-significant,0.277,1.07815418910317,0.305801550636003,17.01,1,0.527991763966511,0.199563387853144,0.40411244556025,0.16
SBF1,Myotubularin-related protein 5,0.11,Non-significant,0.276,1.07601536870162,0.306712523007201,16.15,9,0.529255759298223,0.32860263180211,0.544012975560534,0.11
SPRY4,Protein sprouty homolog 4,0.22,Non-significant,0.276,1.07602882832895,0.306706783775105,18.27,3,0.529255759298223,0.30704861306905,0.523087933758787,0.22
TUBG1,Tubulin gamma-1 chain,0.07,Non-significant,0.276,1.07576726516458,0.30681832990278,19.4,12,0.529283981934329,0.342526611203356,0.558635600465893,0.07
PSMA2,Proteasome subunit alpha type-2,0.05,Non-significant,0.276,1.07548479693524,0.306938825963331,20.63,11,0.529337520613533,0.347351262797376,0.563175801529163,0.05
GLRX5,"Glutaredoxin-related protein 5, mitochondrial",-0.15,Non-significant,0.276,-1.07516032661347,0.307077283948547,19.58,2,0.529421995665371,0.241019660731245,0.453598388214623,-0.15
ARL6IP6,ADP-ribosylation factor-like protein 6-interacting protein 6,0.14,Non-significant,0.276,1.07483619164878,0.307215646403241,16.3,1,0.529506256850561,0.169085254864615,0.366341066654678,0.14
CDC20,Cell division cycle protein 20 homolog,-0.36,Non-significant,0.276,-1.07448296122749,0.307366482890322,13.96,2,0.529604339945827,0.315875280206763,0.531277439733774,-0.36
DNMT3A,DNA (cytosine-5)-methyltransferase 3A,0.37,Non-significant,0.276,1.07407427605803,0.307541070145996,14.54,1,0.529604339945827,0.311180800834304,0.526766468978568,0.37
MTREX,Exosome RNA helicase MTR4,0.05,Non-significant,0.276,1.07416077356265,0.307504112749234,19.05,21,0.529604339945827,0.371385352210002,0.587091210690441,0.05
APTX,Aprataxin,0.16,Non-significant,0.276,1.07342028645416,0.307820606947444,16.97,4,0.529615891831373,0.305726675611119,0.522307207260906,0.16
HDGF,PC4 and SFRS1-interacting protein;Hepatoma-derived growth factor,0.09,Non-significant,0.276,1.07377454541163,0.307669160906154,19.07,15,0.529615891831373,0.343055462599757,0.559063886120371,0.09
SDF4,45 kDa calcium-binding protein,0.05,Non-significant,0.276,1.07337899053645,0.307838264689782,19.62,8,0.529615891831373,0.316844571424483,0.532151384932917,0.05
TSN,Translin,0.05,Non-significant,0.276,1.07322104381875,0.307905808331912,21.03,16,0.529615891831373,0.365591822736427,0.581610641333866,0.05
LRBA,Lipopolysaccharide-responsive and beige-like anchor protein (Fragment),0.39,Non-significant,0.276,1.07285249890524,0.308063455198868,15.59,1,0.52973306143903,0.313065255380384,0.52910800230955,0.39
CHEK2,Serine/threonine-protein kinase Chk2,-0.41,Non-significant,0.276,-1.07254252374789,0.308196096197458,14.32,2,0.529807176409168,0.319589236995521,0.534096757132404,-0.41
SMYD2,N-lysine methyltransferase SMYD2,0.27,Non-significant,0.276,1.07194464790002,0.308452055272038,14.35,2,0.530093177764929,0.305995940283923,0.522533327174596,0.27
COL1A2,Collagen alpha-2(I) chain,0.6,Non-significant,0.275,1.07030789002343,0.309153602962136,15.52,1,0.530569926289759,0.323947322841335,0.5391936535496,0.6
GSTZ1,Maleylacetoacetate isomerase,-0.07,Non-significant,0.275,-1.07044451358593,0.309094996886325,18.54,6,0.530569926289759,0.293941750430927,0.509596641459067,-0.07
NKAP,NF-kappa-B-activating protein,-0.18,Non-significant,0.275,-1.07036769648154,0.309127947328506,17.41,4,0.530569926289759,0.313044035923966,0.52910800230955,-0.18
SLC9A3R2,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,0.18,Non-significant,0.275,1.07025223282332,0.309177480113253,16.94,5,0.530569926289759,0.320487282457517,0.535079923899866,0.18
TRMU,Mitochondrial tRNA-specific 2-thiouridylase 1,0.18,Non-significant,0.275,1.0702514622802,0.309177810689046,15.82,7,0.530569926289759,0.328026505517051,0.543983417361097,0.18
TMEM9,Proton-transporting V-type ATPase complex assembly regulator TMEM9,-0.59,Non-significant,0.275,-1.06989431853074,0.309331060258072,14.3,1,0.530679003637869,0.323984399704025,0.5391936535496,-0.59
OTUD4,OTU domain-containing protein 4,0.18,Non-significant,0.275,1.06921509965755,0.309622671083938,16.13,2,0.531006682490421,0.272423222802153,0.487134544974415,0.18
RAB3D,Ras-related protein Rab-3D;Ras-related protein Rab-3D;Ras-related protein Rab-3D;Ras-related protein Rab-3D;Ras-related protein Rab-3D;Ras-related protein Rab-3A,-0.23,Non-significant,0.275,-1.06903146280568,0.309701548297185,16.63,1,0.531006682490421,0.282801787113511,0.499354871486315,-0.23
POLR2J3,DNA-directed RNA polymerase II subunit RPB11-b2,-0.2,Non-significant,0.275,-1.06868352010402,0.309851041447213,18.49,2,0.531109099722816,0.28630244278986,0.502982414824913,-0.2
LACTB2,Endoribonuclease LACTB2,-0.18,Non-significant,0.274,-1.06793830262459,0.310171407936027,18.34,6,0.531504263179111,0.326149190782095,0.541173517066084,-0.18
CHCHD5,Coiled-coil-helix-coiled-coil-helix domain-containing protein 5,-0.31,Non-significant,0.274,-1.06690402120208,0.310616459474571,16.75,2,0.532112794068047,0.314561227307856,0.530273157259425,-0.31
NR1I3,Nuclear receptor subfamily 1 group I member 3,0.78,Non-significant,0.274,1.06666752482082,0.310718292099127,14.78,1,0.532133179262094,0.328476713767852,0.544012975560534,0.78
IMPA1,Inositol monophosphatase 1,-0.05,Non-significant,0.274,-1.06572673420905,0.311123637038657,18.74,10,0.532365112885406,0.344750688469717,0.560563293123198,-0.05
PCDHGB5,Protocadherin gamma-B5,0.33,Non-significant,0.274,1.0658136052974,0.311086191306849,14.58,3,0.532365112885406,0.323641864112217,0.539129760684682,0.33
PPP1R14B,Protein phosphatase 1 regulatory subunit 14B,0.47,Non-significant,0.274,1.06602434405803,0.310995366720631,15.03,2,0.532365112885406,0.325326962133197,0.540415394425078,0.47
ARL15,ADP-ribosylation factor-like protein 15,-0.21,Non-significant,0.274,-1.06545924216685,0.311238960839758,14.56,2,0.532408479701893,0.294222731088865,0.509635802064642,-0.21
SNX3,Sorting nexin-3;Sorting nexin-3;Sorting nexin-12,0.29,Non-significant,0.274,1.06508745806223,0.311399302005625,17.45,2,0.532528806348925,0.312730495425856,0.528913358633854,0.29
DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 2;Cytoplasmic dynein 1 light intermediate chain 1,0.11,Non-significant,0.273,1.06404231963865,0.311850380185162,18.86,1,0.53314611371153,0.0486702747636649,0.173419653457093,0.11
PRKAA2,5'-AMP-activated protein kinase catalytic subunit alpha-2;5'-AMP-activated protein kinase catalytic subunit alpha-2;5'-AMP-activated protein kinase catalytic subunit alpha-1,0.12,Non-significant,0.273,1.06282534139777,0.312376248951947,17.63,1,0.533890891117467,0.0925181730485958,0.255660106585682,0.12
VDAC2,Voltage-dependent anion-selective channel protein 2,-0.05,Non-significant,0.272,-1.06199813639282,0.31273407679185,23.02,22,0.534348117925895,0.377221015778195,0.592454779974711,-0.05
SMC2,Structural maintenance of chromosomes protein 2,-0.09,Non-significant,0.272,-1.06161198309273,0.31290122333483,17.77,21,0.534479370228692,0.34912029652008,0.564877286528346,-0.09
BRD4,Bromodomain-containing protein 4;Bromodomain-containing protein 4;Bromodomain-containing protein 3,0.13,Non-significant,0.272,1.05997387259457,0.313611033409948,18.07,1,0.535073957522106,0.128150759087923,0.31051107351484,0.13
DUS3L,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,0.11,Non-significant,0.272,1.06019135911666,0.313516724042703,17.42,8,0.535073957522106,0.332323580622888,0.547196495000455,0.11
SIAE,Sialate O-acetylesterase,-0.1,Non-significant,0.272,-1.06059703458335,0.313340867176032,18.99,8,0.535073957522106,0.331664466801659,0.54679817499733,-0.1
SNX15,Sorting nexin-15,-0.1,Non-significant,0.272,-1.05999826065355,0.313600456868353,16.84,7,0.535073957522106,0.325269143802196,0.540415394425078,-0.1
CDYL,Chromodomain Y-like protein,0.48,Non-significant,0.272,1.05969501703207,0.313731985893531,14.4,2,0.535126019179021,0.328292552932944,0.544012975560534,0.48
ANGPTL2,Angiopoietin-related protein 2,-0.45,Non-significant,0.271,-1.05868338353407,0.314171074708284,14.2,1,0.535720532867123,0.324135021009684,0.5391936535496,-0.45
EDF1,Endothelial differentiation-related factor 1,0.11,Non-significant,0.271,1.05801276753381,0.314462405044943,20.12,4,0.536062820700355,0.290214763383001,0.505951901867182,0.11
HABP2,Hyaluronan-binding protein 2,0.57,Non-significant,0.27,1.05720678054302,0.314812814234807,15.04,4,0.536505593844284,0.334881127703499,0.54970582279861,0.57
SF3B2,Splicing factor 3B subunit 2,0.03,Non-significant,0.27,1.05689078162171,0.31495027791658,21.29,20,0.536585313686266,0.454654119302869,0.661418914726773,0.03
TAF6L,TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L,-0.2,Non-significant,0.27,-1.0565746243554,0.31508785595709,16,2,0.536665182411658,0.293148181266624,0.509265351895071,-0.2
VIRMA,Protein virilizer homolog,-0.15,Non-significant,0.27,-1.05618148810853,0.315258995394008,16.85,14,0.536802151293913,0.340896502677659,0.556437132784472,-0.15
DHX29,Putative ATP-dependent RNA helicase DHX57;ATP-dependent RNA helicase DHX29,0.24,Non-significant,0.27,1.05575438948166,0.315444999008382,16.29,16,0.536839605032498,0.338943398223673,0.554013283781622,0.24
EIF2B5,Translation initiation factor eIF-2B subunit epsilon,-0.06,Non-significant,0.27,-1.0555060812774,0.315553176660982,18.45,10,0.536839605032498,0.345862255436989,0.561818046872864,-0.06
VAPA,Vesicle-associated membrane protein-associated protein B/C;Vesicle-associated membrane protein-associated protein A,-0.11,Non-significant,0.27,-1.05551539493999,0.315549118575301,21.57,8,0.536839605032498,0.33399687998181,0.548960983014548,-0.11
OLA1,Obg-like ATPase 1,0.07,Non-significant,0.27,1.05502138755192,0.315764418619433,21.29,22,0.536890248554938,0.366603148610497,0.582802479937751,0.07
PTPN11,Tyrosine-protein phosphatase non-receptor type 11,0.1,Non-significant,0.27,1.05518245694846,0.315694208578417,17.89,8,0.536890248554938,0.333643423401798,0.548684862776108,0.1
SLC5A9,Sodium/glucose cotransporter 4,0.43,Non-significant,0.27,1.05418921736949,0.316127349224193,14.88,4,0.537198600045821,0.33491456670424,0.54970582279861,0.43
YIPF4,Protein YIPF4,-0.11,Non-significant,0.27,-1.05428957885208,0.316083562303062,18.52,2,0.537198600045821,0.173409964988594,0.372116218594765,-0.11
TBC1D17,TBC1 domain family member 17,-0.17,Non-significant,0.268,-1.0512577307696,0.317408358078505,15.6,3,0.539220572710455,0.302070837389748,0.518674737328828,-0.17
CD99L2,CD99 antigen-like protein 2,-0.18,Non-significant,0.268,-1.05085033088876,0.317586694702399,16.27,1,0.539368677541358,0.25272663514407,0.465328784420783,-0.18
ENPP1,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,-0.14,Non-significant,0.268,-1.05008823741849,0.317920499267421,16.65,8,0.539650779934509,0.337696396551435,0.552823348920059,-0.14
KHNYN,Protein KHNYN,0.21,Non-significant,0.268,1.05005467315949,0.317935206836521,15.94,9,0.539650779934509,0.339681939701458,0.554913870020301,0.21
SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;Probable global transcription activator SNF2L1,-0.05,Non-significant,0.267,-1.04907617958547,0.318364200073841,18.81,7,0.540223966686812,0.301146360134573,0.517387634412388,-0.05
SPC24,Kinetochore protein Spc24,0.17,Non-significant,0.267,1.04864977033853,0.318551283927105,15.56,3,0.540386452694003,0.306375649924494,0.522727296475757,0.17
FLII,Protein flightless-1 homolog,-0.04,Non-significant,0.267,-1.04765497988101,0.318988063220008,17.86,18,0.540972304406072,0.399839768017173,0.61307382932304,-0.04
ITSN1,Intersectin-1;Intersectin-1;Intersectin-2,-0.27,Non-significant,0.266,-1.04649006758032,0.319500111281044,15.49,2,0.541562903312127,0.318840431143644,0.534015043957837,-0.27
VRK1,Serine/threonine-protein kinase VRK1,-0.08,Non-significant,0.266,-1.04644628782198,0.319519367156098,17.87,5,0.541562903312127,0.289033318206106,0.504933611994547,-0.08
AVL9,Late secretory pathway protein AVL9 homolog,-0.12,Non-significant,0.266,-1.04513032558019,0.320098581941475,16.55,6,0.542389263845277,0.330613480378773,0.546233382193756,-0.12
HAT1,Histone acetyltransferase type B catalytic subunit,0.1,Non-significant,0.265,1.04420550776115,0.320506109343298,18.07,6,0.542823103996935,0.323039446473293,0.53842940979788,0.1
NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",0.07,Non-significant,0.265,1.0441329523422,0.320538097915378,17.53,5,0.542823103996935,0.269689578176114,0.48559375316835,0.07
ATOX1,Copper transport protein ATOX1,-0.12,Non-significant,0.265,-1.04360201352975,0.32077225386697,18.48,3,0.542960095514704,0.270113704244329,0.485797527189219,-0.12
RAF1,RAF proto-oncogene serine/threonine-protein kinase,-0.66,Non-significant,0.265,-1.04353341412119,0.320802517140343,15.68,1,0.542960095514704,0.337136798965918,0.552433796588573,-0.66
MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3;Dual specificity mitogen-activated protein kinase kinase 3;Dual specificity mitogen-activated protein kinase kinase 6,0.7,Non-significant,0.265,1.04329944512176,0.320905750929261,17.28,1,0.542979504789374,0.337841681543846,0.552823348920059,0.7
SELENOF,Selenoprotein F,-0.53,Non-significant,0.265,-1.04291165275411,0.321076911039999,13.76,2,0.543113802922719,0.337128111540372,0.552433796588573,-0.53
ANKRD17,Ankyrin repeat domain-containing protein 17;Ankyrin repeat domain-containing protein 17;Ankyrin repeat and KH domain-containing protein 1,0.26,Non-significant,0.265,1.04219095697459,0.321395187376605,17.86,10,0.54345625067514,0.343520314564881,0.55933123315366,0.26
ZKSCAN1,Zinc finger protein with KRAB and SCAN domains 1,0.26,Non-significant,0.265,1.04203735624692,0.321463051776743,15.78,2,0.54345625067514,0.319627618219679,0.534096757132404,0.26
ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,-0.33,Non-significant,0.265,-1.04159730109131,0.32165753814049,14.36,1,0.543629720987511,0.321379571616671,0.536267040399279,-0.33
COG8,Conserved oligomeric Golgi complex subunit 8,0.08,Non-significant,0.264,1.03943697622728,0.322613597068883,17.5,13,0.544312704264779,0.354857530481253,0.570843079007211,0.08
NIPSNAP2,Protein NipSnap homolog 2,-0.15,Non-significant,0.264,-1.03945427305896,0.322605933825948,20.38,4,0.544312704264779,0.32128160234932,0.536254792976284,-0.15
