"Genes","ProtDesc","X1_vs_X3","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","Comparison","X1H_vs_X3H","X3_vs_X5","X3H_vs_X5H"
"PYM1","Partner of Y14 and mago",0.62,"Up in X3",3.823,7.35042734284219,2.20033325501388e-05,19.07,9,0.00015033916708911,4.85027167416541e-05,0.00032282404382493,"X1 vs X3 Down",NA,NA,NA
"ALG6","Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",0.8,"Up in X3",3.822,7.34759492185639,2.20773158355511e-05,17.06,4,0.00015049709423842,1.83122543657186e-05,0.00014878035308496,"X1 vs X3 Down",NA,NA,NA
"AS3MT","Arsenite methyltransferase",1.49,"Up in X3",3.82,7.34101531542796,2.2250216789597e-05,15.21,8,0.00015132484920745,4.79510427359952e-05,0.00031987183750719,"X1 vs X3 Down",NA,NA,NA
"EXOC7","Exocyst complex component 7",0.46,"Up in X3",3.82,7.34035368734593,2.22676841367343e-05,17.91,19,0.00015132484920745,8.62449680516002e-05,0.00049878453817625,"X1 vs X3 Down",NA,NA,NA
"DDI2","Protein DDI1 homolog 2",0.5,"Up in X3",3.808,7.31223608094042,2.30238887387368e-05,18.9,15,0.00015546138997742,7.46862911660769e-05,0.00044678563545834,"X1 vs X3 Down",NA,NA,NA
"NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]",0.69,"Up in X3",3.808,7.31378186210029,2.29816023533103e-05,19.1,11,0.00015546138997742,5.62531580289045e-05,0.00036116714628431,"X1 vs X3 Down",NA,NA,NA
"EDEM3","ER degradation-enhancing alpha-mannosidase-like protein 3",0.7,"Up in X3",3.808,7.30879302790239,2.31183796623042e-05,17.34,12,0.00015574058246048,5.82428782535356e-05,0.00037176171588583,"X1 vs X3 Down",NA,NA,NA
"NUDT19","Nucleoside diphosphate-linked moiety X motif 19",0.82,"Up in X3",3.808,7.30815106707724,2.31360439382739e-05,18.26,12,0.00015574058246048,5.60692355596268e-05,0.00036082739858358,"X1 vs X3 Down",NA,NA,NA
"BCKDHA","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",0.86,"Up in X3",3.807,7.30447270242102,2.32375401415864e-05,18.65,9,0.00015595179292953,5.09166867723309e-05,0.00033512128546371,"X1 vs X3 Down",NA,NA,NA
"F7","Coagulation factor VII",2.63,"Up in X3",3.807,7.30414918077217,2.3246490005721e-05,15.85,4,0.00015595179292953,4.69629481919984e-05,0.00031434362494576,"X1 vs X3 Down",NA,NA,NA
"PROC","Vitamin K-dependent protein C",0.92,"Up in X3",3.798,7.28204426599965,2.38669162864571e-05,16.42,7,0.00015939113280696,4.64589795485701e-05,0.00031238384316919,"X1 vs X3 Down",NA,NA,NA
"SCARB2","Lysosome membrane protein 2",0.44,"Up in X3",3.796,7.27725568494461,2.40036649382494e-05,20.74,11,0.00016012365889472,6.78128766946779e-05,0.00041580185637555,"X1 vs X3 Down",NA,NA,NA
"ABHD11","Protein ABHD11",0.75,"Up in X3",3.785,7.25494931491433,2.46519354787349e-05,17.67,5,0.0001640781802336,2.93695483118722e-05,0.00021773155391698,"X1 vs X3 Down",NA,NA,NA
"EPS15","Epidermal growth factor receptor substrate 15",0.65,"Up in X3",3.783,7.25035219160307,2.47878762496209e-05,16.62,12,0.00016479759974045,6.33522912277728e-05,0.0003945847444155,"X1 vs X3 Down",NA,NA,NA
"APEH","Acylamino-acid-releasing enzyme",0.45,"Up in X3",3.781,7.23923339619944,2.51200309223917e-05,20,19,0.00016551806566569,9.6266892204896e-05,0.00054197069569588,"X1 vs X3 Down",NA,NA,NA
"BCAS3","Breast carcinoma-amplified sequence 3",1,"Up in X3",3.781,7.24156089096453,2.50501048701031e-05,16.13,3,0.00016551806566569,1.8938137748952e-05,0.00015241732548763,"X1 vs X3 Down",NA,NA,NA
"GOLGA1","Golgin subfamily A member 1",0.39,"Up in X3",3.781,7.23928374544978,2.51185160241109e-05,17.67,11,0.00016551806566569,7.57088190423188e-05,0.0004515817361627,"X1 vs X3 Down",NA,NA,NA
"BNIP3","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like;BCL2/adenovirus E1B 19 kDa protein-interacting protein 3",0.96,"Up in X3",3.78,7.23538449499301,2.5236128819176e-05,17.84,3,0.00016609808033711,1.72823189714476e-05,0.00014262131290663,"X1 vs X3 Down",NA,NA,NA
"PPP1R7","Protein phosphatase 1 regulatory subunit 7",0.58,"Up in X3",3.774,7.22282007273868,2.56191767442293e-05,19.4,15,0.00016824491542242,7.37877095459855e-05,0.00044370109490202,"X1 vs X3 Down",NA,NA,NA
"PEBP1","Phosphatidylethanolamine-binding protein 1",0.42,"Up in X3",3.773,7.21856148030809,2.57504297923243e-05,23.23,18,0.00016873232899355,0.00010303298755747,0.00057162646015257,"X1 vs X3 Down",NA,NA,NA
"YIF1A","Protein YIF1A",1.63,"Up in X3",3.77,7.21251347711653,2.59380847568878e-05,15.06,3,0.00016977394635675,3.91525549781814e-05,0.00027254784447752,"X1 vs X3 Down",NA,NA,NA
"CEACAM1","Carcinoembryonic antigen-related cell adhesion molecule 1",0.65,"Up in X3",3.767,7.2049457056538,2.61749795060018e-05,20.88,11,0.00017113519749946,6.38602605026997e-05,0.00039649649674131,"X1 vs X3 Down",NA,NA,NA
"DCTN1","Dynactin subunit 1",0.39,"Up in X3",3.762,7.19540282825787,2.6477040987012e-05,18.19,32,0.00017291904141296,0.00013489144548701,0.00070013393240933,"X1 vs X3 Down",NA,NA,NA
"SCAP","Sterol regulatory element-binding protein cleavage-activating protein",0.82,"Up in X3",3.761,7.19149323407955,2.66018779749394e-05,16.17,8,0.00017354279159615,5.43750932240624e-05,0.00035316951328954,"X1 vs X3 Down",NA,NA,NA
"TTR","Transthyretin",2.23,"Up in X3",3.758,7.18304619346421,2.68737777295398e-05,15.31,6,0.00017473861848976,5.60605672460061e-05,0.00036082739858358,"X1 vs X3 Down",NA,NA,NA
"FLVCR2","Feline leukemia virus subgroup C receptor-related protein 2",1.08,"Up in X3",3.752,7.17129521424594,2.72570353770934e-05,15.9,1,0.00017684197184897,5.26342364719188e-06,5.99163064834952e-05,"X1 vs X3 Down",NA,NA,NA
"GSTO1","Glutathione S-transferase omega-1",0.44,"Up in X3",3.751,7.16705752407118,2.73966934732101e-05,23.26,10,0.00017751454953136,6.86430968135858e-05,0.00041958802050205,"X1 vs X3 Down",NA,NA,NA
"NDUFA5","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5",0.41,"Up in X3",3.749,7.1617589337178,2.75724039076383e-05,20.47,9,0.00017810689292739,5.99685897602492e-05,0.0003782880017179,"X1 vs X3 Down",NA,NA,NA
"DHRS11","Dehydrogenase/reductase SDR family member 11",0.79,"Up in X3",3.747,7.15694135774479,2.77332205801769e-05,18.94,8,0.00017895034479052,5.62778619020006e-05,0.00036116714628431,"X1 vs X3 Down",NA,NA,NA
"STXBP6","Syntaxin-binding protein 6",1,"Up in X3",3.731,7.12196571651805,2.89315954493126e-05,16.52,2,0.00018567055344206,9.60174409250183e-06,9.43746176002215e-05,"X1 vs X3 Down",NA,NA,NA
"RBP1","Retinol-binding protein 1",2.19,"Up in X3",3.729,7.11727796769518,2.90964194140739e-05,15.48,4,0.00018652601698058,5.61029587116611e-05,0.00036082739858358,"X1 vs X3 Down",NA,NA,NA
"S100A1","Protein S100-A1",1.91,"Up in X3",3.729,7.11404706599671,2.92106103576306e-05,15.07,3,0.0001868137155205,4.88069772540786e-05,0.00032411996005879,"X1 vs X3 Down",NA,NA,NA
"CTSA","Lysosomal protective protein",0.57,"Up in X3",3.727,7.11026455154997,2.93449128712456e-05,21.1,15,0.00018730728096996,8.41386510385716e-05,0.00049049103270465,"X1 vs X3 Down",NA,NA,NA
"PCYT1A","Choline-phosphate cytidylyltransferase A",0.39,"Up in X3",3.725,7.104592695289,2.95475506457237e-05,19.51,11,0.00018839747539951,8.61080477447909e-05,0.00049853357975139,"X1 vs X3 Down",NA,NA,NA
"NIBAN2","Protein Niban 2",0.54,"Up in X3",3.723,7.09925721435836,2.9739551524829e-05,16.96,10,0.00018921389932517,7.04995878129335e-05,0.00042872154274319,"X1 vs X3 Down",NA,NA,NA
"PRKRA","Interferon-inducible double-stranded RNA-dependent protein kinase activator A",0.39,"Up in X3",3.719,7.08995209303719,3.00776360972584e-05,18.99,11,0.0001909542626475,8.83954712056549e-05,0.00050829543549451,"X1 vs X3 Down",NA,NA,NA
"NDUFS4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.4,"Up in X3",3.718,7.08781716260989,3.0155789167071e-05,20.08,6,0.00019124523526426,1.78515591748598e-05,0.00014650163056538,"X1 vs X3 Down",NA,NA,NA
"GLYCTK","Glycerate kinase",0.94,"Up in X3",3.717,7.08421240090424,3.02882465872673e-05,16.13,3,0.00019187960926858,2.05286262677e-05,0.00016326328175535,"X1 vs X3 Down",NA,NA,NA
"UBA3","NEDD8-activating enzyme E1 catalytic subunit",0.5,"Up in X3",3.707,7.06339171804686,3.10657111295256e-05,18.35,9,0.00019638441533483,6.67474594288236e-05,0.00041097265082242,"X1 vs X3 Down",NA,NA,NA
"EXOC8","Exocyst complex component 8",0.58,"Up in X3",3.705,7.05776771005899,3.1279396706097e-05,16.41,9,0.00019731363572492,6.70801147653789e-05,0.00041216307275882,"X1 vs X3 Down",NA,NA,NA
"HTT","Huntingtin",0.75,"Up in X3",3.703,7.05001457481301,3.15765865481017e-05,17.72,22,0.00019834768328233,8.37837785070758e-05,0.00048890396195894,"X1 vs X3 Down",NA,NA,NA
"LDAH","Lipid droplet-associated hydrolase",0.41,"Up in X3",3.703,7.05121213402707,3.15304837126442e-05,19.27,7,0.00019834768328233,3.74510420660471e-05,0.00026286810902111,"X1 vs X3 Down",NA,NA,NA
"TTC13","Tetratricopeptide repeat protein 13",0.78,"Up in X3",3.703,7.05089842641252,3.15425535853396e-05,15.93,9,0.00019834768328233,6.74861998603281e-05,0.00041422805453689,"X1 vs X3 Down",NA,NA,NA
"FRMD8","FERM domain-containing protein 8",1.11,"Up in X3",3.701,7.04539781925803,3.17550020382694e-05,16.59,6,0.00019904062188605,5.89330713441755e-05,0.00037495374531557,"X1 vs X3 Down",NA,NA,NA
"CUL5","Cullin-5",0.39,"Up in X3",3.698,7.03681747181917,3.20894909391425e-05,17.56,18,0.00020050001888796,0.00013262330524892,0.00069002479614073,"X1 vs X3 Down",NA,NA,NA
"NME3","Nucleoside diphosphate kinase 3",0.84,"Up in X3",3.696,7.03061784638346,3.23335396812456e-05,17.16,3,0.00020159910884502,1.53103014956089e-05,0.00013129138253553,"X1 vs X3 Down",NA,NA,NA
"ANXA6","Annexin",0.86,"Up in X3",3.692,7.02380622563899,3.2603993355422e-05,18.53,2,0.00020307139861477,4.7221758515067e-06,5.5328939630426e-05,"X1 vs X3 Down",NA,NA,NA
"SEC31A","Protein transport protein Sec31A",0.39,"Up in X3",3.689,7.01587998783595,3.29217824388859e-05,20.68,37,0.00020461994400303,0.00016216660388036,0.00080973822376382,"X1 vs X3 Down",NA,NA,NA
"OTUB1","Ubiquitin thioesterase OTUB1",0.41,"Up in X3",3.687,7.00992102325452,3.31628998970437e-05,20.46,16,0.00020568645565074,0.0001215998979248,0.00064499452863313,"X1 vs X3 Down",NA,NA,NA
"VAT1","Synaptic vesicle membrane protein VAT-1 homolog",0.49,"Up in X3",3.684,7.0027330842741,3.34562863673903e-05,22.07,14,0.00020707201510026,9.96354737305796e-05,0.00055928073778901,"X1 vs X3 Down",NA,NA,NA
"SMIM1","Small integral membrane protein 1",0.81,"Up in X3",3.684,7.00122579390371,3.35181635445681e-05,18,1,0.00020723821702529,1.55911239188733e-07,5.56852198372148e-06,"X1 vs X3 Down",NA,NA,NA
"DNAJB2","DnaJ homolog subfamily B member 6;DnaJ homolog subfamily B member 2",0.99,"Up in X3",3.683,6.99997096091694,3.35697711476738e-05,16.58,3,0.00020734064288182,2.61450220798882e-05,0.00019853036577402,"X1 vs X3 Down",NA,NA,NA
"CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase",1.47,"Up in X3",3.683,6.99637571123804,3.3718109017787e-05,16.81,2,0.00020772604940117,3.54173634671853e-05,0.00025097549656926,"X1 vs X3 Down",NA,NA,NA
"SEC62","Translocation protein SEC62",0.49,"Up in X3",3.683,6.9959072175123,3.37374908694488e-05,18.12,6,0.00020772604940117,3.27020349606377e-05,0.00023539895482006,"X1 vs X3 Down",NA,NA,NA
"ARL2","ADP-ribosylation factor-like protein 2",0.47,"Up in X3",3.681,6.99152382434813,3.39194184294342e-05,18.33,5,0.00020862910483052,1.44099331376606e-05,0.0001257574843297,"X1 vs X3 Down",NA,NA,NA
"HNMT","Histamine N-methyltransferase",0.56,"Up in X3",3.677,6.98215868215048,3.43116676524938e-05,19.49,9,0.00021060387707448,7.30648311913813e-05,0.00044069786560591,"X1 vs X3 Down",NA,NA,NA
"SHPK","Sedoheptulokinase",0.51,"Up in X3",3.676,6.97971414756166,3.44148587889334e-05,19.21,16,0.00021101836212862,0.0001049503699584,0.00057944763656177,"X1 vs X3 Down",NA,NA,NA
"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial",0.48,"Up in X3",3.663,6.95268066744733,3.55786392275045e-05,18.72,20,0.00021725367214566,0.00012202545470947,0.00064639625381912,"X1 vs X3 Down",NA,NA,NA
"GHDC","GH3 domain-containing protein",0.45,"Up in X3",3.655,6.93469282902606,3.63765161201519e-05,17.97,10,0.00022121258569675,8.77854067687999e-05,0.00050577044970885,"X1 vs X3 Down",NA,NA,NA
"PRKCD","Protein kinase C delta type",0.65,"Up in X3",3.65,6.92195642224051,3.69531324168685e-05,17.49,9,0.00022402836527726,7.81440635184708e-05,0.00046237842383879,"X1 vs X3 Down",NA,NA,NA
"UBE3A","Ubiquitin-protein ligase E3A",0.39,"Up in X3",3.641,6.90415686318525,3.77755670973864e-05,17.66,18,0.00022854604347161,0.00015063444327703,0.00076375664170543,"X1 vs X3 Down",NA,NA,NA
"ANO10","Anoctamin-10",1.11,"Up in X3",3.64,6.90102337890978,3.79223857044786e-05,16.48,4,0.00022919995527415,5.29257687526028e-05,0.0003456531718644,"X1 vs X3 Down",NA,NA,NA
"GALNS","N-acetylgalactosamine-6-sulfatase",1.68,"Up in X3",3.634,6.88923763572607,3.84801442777795e-05,16.27,7,0.00023209685391602,7.84832403192721e-05,0.00046345841613685,"X1 vs X3 Down",NA,NA,NA
"CES1","Liver carboxylesterase 1;Liver carboxylesterase 1;Putative inactive carboxylesterase 4",0.72,"Up in X3",3.631,6.8807877244287,3.88854834668962e-05,23.59,3,0.00023406450221121,1.04577340200275e-05,9.95951694873686e-05,"X1 vs X3 Down",NA,NA,NA
"BLVRA","Biliverdin reductase A",0.41,"Up in X3",3.623,6.86323517108772,3.97422810500747e-05,20.33,13,0.00023849399287352,0.00012456307269435,0.00065398376320542,"X1 vs X3 Down",NA,NA,NA
"TMED4","Transmembrane emp24 domain-containing protein 4",0.44,"Up in X3",3.621,6.85953352946721,3.99255593524334e-05,19.19,5,0.00023935109897502,1.32841167832761e-05,0.00011873431874115,"X1 vs X3 Down",NA,NA,NA
"VSNL1","Visinin-like protein 1",0.78,"Up in X3",3.615,6.84736635851182,4.05344451376222e-05,19.93,12,0.00024250992101042,9.35867590200279e-05,0.00053041461026964,"X1 vs X3 Down",NA,NA,NA
"RAB3GAP1","Rab3 GTPase-activating protein catalytic subunit",0.39,"Up in X3",3.605,6.82667868160287,4.159285536793e-05,18.14,20,0.00024859083354751,0.00017057939486341,0.00083930661203175,"X1 vs X3 Down",NA,NA,NA
"HINT2","Histidine triad nucleotide-binding protein 2, mitochondrial",0.39,"Up in X3",3.593,6.80054905638587,4.29725095665694e-05,19.65,7,0.00025543496990032,5.06453419465594e-05,0.00033460945400159,"X1 vs X3 Down",NA,NA,NA
"TMED1","Transmembrane emp24 domain-containing protein 1",0.94,"Up in X3",3.593,6.79929106109315,4.304016646791e-05,19.06,4,0.00025543496990032,5.07334123084819e-05,0.00033460945400159,"X1 vs X3 Down",NA,NA,NA
"SDF4","45 kDa calcium-binding protein",0.41,"Up in X3",3.59,6.7942732381657,4.33111784317583e-05,19.39,8,0.00025678581440953,7.33553061876683e-05,0.00044154969146737,"X1 vs X3 Down",NA,NA,NA
"ABHD6","Monoacylglycerol lipase ABHD6",1.12,"Up in X3",3.582,6.77561275615201,4.43353000469492e-05,16.29,6,0.00026180835367045,8.13124000288576e-05,0.00047636185244628,"X1 vs X3 Down",NA,NA,NA
"CNDP2","Cytosolic non-specific dipeptidase",0.39,"Up in X3",3.581,6.7724543920965,4.45112076263804e-05,20.54,20,0.00026232352143953,0.00017751350929252,0.00086210010793788,"X1 vs X3 Down",NA,NA,NA
"SNX9","Sorting nexin-9",0.59,"Up in X3",3.581,6.77298629511424,4.44815302159999e-05,17.25,9,0.00026232352143953,9.27457651450249e-05,0.00052716300899434,"X1 vs X3 Down",NA,NA,NA
"INF2","Inverted formin-2",1.14,"Up in X3",3.58,6.76965308032876,4.46678591183653e-05,17.68,23,0.00026298479841131,0.00010155160350957,0.00056686871506239,"X1 vs X3 Down",NA,NA,NA
"MRPS30","39S ribosomal protein S30, mitochondrial",0.48,"Up in X3",3.578,6.76345305245327,4.50166885421481e-05,18.8,10,0.00026451216097705,0.00010441792491892,0.0005779615170676,"X1 vs X3 Down",NA,NA,NA
"IGF1R","Insulin receptor;Insulin-like growth factor 1 receptor",0.77,"Up in X3",3.574,6.75419672012571,4.55429541348187e-05,17.17,9,0.0002667791399163,9.46472112628903e-05,0.00053488782143507,"X1 vs X3 Down",NA,NA,NA
"P2RX4","P2X purinoceptor 4",1.51,"Up in X3",3.574,6.75349975269147,4.55828478038502e-05,16.36,3,0.0002667791399163,6.57871983890186e-05,0.00040597959030645,"X1 vs X3 Down",NA,NA,NA
"PARS2","Probable proline--tRNA ligase, mitochondrial",1.63,"Up in X3",3.569,6.74331715704922,4.61700075018866e-05,15.31,3,0.00026968206751102,7.03617018473337e-05,0.00042839406293784,"X1 vs X3 Down",NA,NA,NA
"DEPTOR","DEP domain-containing mTOR-interacting protein",2.26,"Up in X3",3.561,6.72709638094547,4.71222644116435e-05,14.85,4,0.00027497281905689,8.91926167076252e-05,0.00051138828784788,"X1 vs X3 Down",NA,NA,NA
"FAS","Tumor necrosis factor receptor superfamily member 6",1.08,"Up in X3",3.556,6.7144460695051,4.78796154544661e-05,14.4,2,0.00027802128031803,2.67782443456165e-05,0.0002021006017768,"X1 vs X3 Down",NA,NA,NA
"SLC26A6","Solute carrier family 26 member 6",1.05,"Up in X3",3.555,6.71282018837089,4.79779022147024e-05,18.68,11,0.0002783188700043,0.00010308018133898,0.00057162646015257,"X1 vs X3 Down",NA,NA,NA
"CADM1","Cell adhesion molecule 1",3.19,"Up in X3",3.552,6.70439024924854,4.84910049862401e-05,15.69,5,0.00028047045601523,9.75333384627842e-05,0.0005485786727037,"X1 vs X3 Down",NA,NA,NA
"DCAF11","DDB1- and CUL4-associated factor 11",0.83,"Up in X3",3.551,6.70217938362582,4.86265506152431e-05,16.69,10,0.00028097978514686,0.00010414251942239,0.00057697686088228,"X1 vs X3 Down",NA,NA,NA
"LLGL2","LLGL scribble cell polarity complex component 2",0.44,"Up in X3",3.549,6.69652388690376,4.89751457748776e-05,18.37,14,0.00028269923510979,0.00014786276687667,0.00075292942479285,"X1 vs X3 Down",NA,NA,NA
"TBCD","Tubulin-specific chaperone D",0.43,"Up in X3",3.549,6.69580459226367,4.90196747038456e-05,18.09,22,0.00028269923510979,0.00017884488681061,0.00086537469955368,"X1 vs X3 Down",NA,NA,NA
"SNX4","Sorting nexin-4",0.69,"Up in X3",3.549,6.69491871803556,4.9074575984392e-05,17.03,13,0.00028274027857804,0.00011648650273757,0.00062751612168219,"X1 vs X3 Down",NA,NA,NA
"GANAB","Neutral alpha-glucosidase AB",0.92,"Up in X3",3.548,6.6933871114616,4.91696524631408e-05,16.98,1,0.00028285577453017,4.55002028076682e-06,5.38449400025945e-05,"X1 vs X3 Down",NA,NA,NA
"H1-0","Histone H1.0",0.49,"Up in X3",3.539,6.67293227767457,5.0458634813964e-05,23.49,5,0.00028925314309785,2.90408689475675e-05,0.00021560203458313,"X1 vs X3 Down",NA,NA,NA
"KIAA1217","Sickle tail protein homolog",0.76,"Up in X3",3.539,6.6727424621181,5.04707655387603e-05,16.66,15,0.00028925314309785,0.00011961318373504,0.00063934165145461,"X1 vs X3 Down",NA,NA,NA
"MACROD1","ADP-ribose glycohydrolase MACROD1",0.87,"Up in X3",3.537,6.66746019509754,5.08096090739336e-05,18.11,6,0.00029019349120701,8.54093788276101e-05,0.00049643152703631,"X1 vs X3 Down",NA,NA,NA
"GAMT","Guanidinoacetate N-methyltransferase",1.07,"Up in X3",3.537,6.6646341386334,5.09918997633822e-05,17.24,2,0.00029067347870899,2.85452338450259e-05,0.00021245553290694,"X1 vs X3 Down",NA,NA,NA
"PPP1R3E","Protein phosphatase 1 regulatory subunit 3E",1.63,"Up in X3",3.535,6.66091192414999,5.12330727281314e-05,14.84,2,0.00029176717163845,6.37615888771054e-05,0.00039649649674131,"X1 vs X3 Down",NA,NA,NA
"RAB42","Ras-related protein Rab-42",0.7,"Up in X3",3.534,6.65759745305704,5.14488622428712e-05,17.8,3,0.00029271434412602,1.38687569318983e-05,0.00012266283223623,"X1 vs X3 Down",NA,NA,NA
"TBC1D9B","TBC1 domain family member 9B",1.16,"Up in X3",3.528,6.64403129093238,5.2342360149154e-05,15.7,16,0.00029665684387216,0.00011471726694648,0.00061989230002043,"X1 vs X3 Down",NA,NA,NA
"IAH1","Isoamyl acetate-hydrolyzing esterase 1 homolog",1.08,"Up in X3",3.526,6.63861972486264,5.2703433745259e-05,14.44,4,0.00029817345455482,7.28183989381741e-05,0.0004396596597114,"X1 vs X3 Down",NA,NA,NA
"NEDD9","Enhancer of filamentation 1",1.83,"Up in X3",3.526,6.63814894188265,5.27349723323694e-05,14.83,2,0.00029817345455482,7.32136359106453e-05,0.00044114570639846,"X1 vs X3 Down",NA,NA,NA
"SERPINF1","Pigment epithelium-derived factor",0.84,"Up in X3",3.522,6.62921012180277,5.33376770133573e-05,17.86,16,0.00030085703993139,0.00012362458792592,0.00065124519009044,"X1 vs X3 Down",NA,NA,NA
"COTL1","Coactosin-like protein",0.67,"Up in X3",3.521,6.6259888849333,5.35566874341649e-05,19.15,8,0.00030151752573544,0.00010210542054124,0.0005683516212065,"X1 vs X3 Down",NA,NA,NA
"SLC44A1","Choline transporter-like protein 1",0.83,"Up in X3",3.511,6.60551323246521,5.49716851024736e-05,17.98,11,0.00030860290393864,0.00011930293918863,0.00063825993777499,"X1 vs X3 Down",NA,NA,NA
"SUN2","SUN domain-containing protein 2",0.42,"Up in X3",3.501,6.58368687614775,5.65245213085567e-05,18.93,19,0.00031582208931324,0.00019264320956614,0.00091901229550632,"X1 vs X3 Down",NA,NA,NA
"CORO2A","Coronin-2A",0.47,"Up in X3",3.498,6.57700689993122,5.70091676182309e-05,17.32,5,0.00031733136857673,2.97949087230539e-05,0.00022000969406728,"X1 vs X3 Down",NA,NA,NA
"MMAB","Corrinoid adenosyltransferase",0.62,"Up in X3",3.498,6.57795484895291,5.69401200761641e-05,18.77,4,0.00031733136857673,3.01086640113669e-05,0.00022158328974534,"X1 vs X3 Down",NA,NA,NA
"RALGAPB","Ral GTPase-activating protein subunit beta",0.59,"Up in X3",3.498,6.5741485443459,5.72179139007138e-05,17.21,15,0.00031789520802866,0.00014622380651995,0.00074780143749226,"X1 vs X3 Down",NA,NA,NA
"SLC27A3","Solute carrier family 27 member 3",1.46,"Up in X3",3.497,6.57260640501774,5.73308786494041e-05,15.34,6,0.00031822402342263,0.00010912946692761,0.00059568178580324,"X1 vs X3 Down",NA,NA,NA
