"Genes","ProtDesc","X1H_vs_H5H","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","SharedSignificant","unchanged","backgrdnd"
"YARS1","Tyrosine--tRNA ligase, cytoplasmic",0.12,"Non-significant",1.316,2.46183109630225,0.0325221361030057,19.75,30,0.0483270657719426,0.0719079619731095,0.0985590481804237,FALSE,FALSE,FALSE
"DNAJC17","DnaJ homolog subfamily C member 17",0.63,"Up in X5H",1.315,2.4610940878113,0.0325639682841337,14.82,2,0.0483758474359074,0.0321133872949468,0.0478506453347268,FALSE,TRUE,FALSE
"FAM186A","Protein FAM186A",-1.56,"Up in X1H",1.315,-2.4603029309437,0.032608932587261,17.71,1,0.0484304854715922,0.0402927721890381,0.0585428108515803,FALSE,FALSE,FALSE
"SGTA","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",-0.17,"Non-significant",1.315,-2.45984934439823,0.0326347389864774,19.58,11,0.0484566500835601,0.0459007373040049,0.0658880427054061,FALSE,FALSE,FALSE
"ZNF324","Zinc finger protein 324A",4.1,"Up in X5H",1.315,2.45951529642058,0.0326537571428947,16.59,1,0.0484727247903934,0.0423370393497179,0.0612040708116983,FALSE,FALSE,FALSE
"NUDT21","Cleavage and polyadenylation specificity factor subunit 5",-0.14,"Non-significant",1.312,-2.45650564413796,0.0328255943418192,20.4,11,0.0487046632663379,0.047762386890198,0.0682303339520284,FALSE,TRUE,FALSE
"SAMM50","Sorting and assembly machinery component 50 homolog",0.11,"Non-significant",1.312,2.4564904233606,0.0328264656255122,20.21,21,0.0487046632663379,0.0753931002032152,0.102835632527069,FALSE,TRUE,FALSE
"RTN4","Reticulon",0.39,"Up in X5H",1.312,2.45628507655387,0.0328382225178078,19.54,2,0.0487098928648455,0.0182364097402607,0.028721010495907,FALSE,TRUE,FALSE
"COMMD2","COMM domain-containing protein 2",0.29,"Non-significant",1.31,2.45305153893807,0.0330238997815013,17.2,3,0.0489532591005085,0.0142037839392612,0.0229879074312387,FALSE,TRUE,FALSE
"HTATSF1","HIV Tat-specific factor 1",-0.37,"Non-significant",1.31,-2.45299578894584,0.0330271100776119,18.21,8,0.0489532591005085,0.0417691437534699,0.0604569529327988,FALSE,TRUE,FALSE
"INTS12","Integrator complex subunit 12",0.63,"Up in X5H",1.31,2.45300555886658,0.0330265474664113,16.25,3,0.0489532591005085,0.0363654920590632,0.0534329815032225,FALSE,TRUE,FALSE
"SCYL1","N-terminal kinase-like protein",0.16,"Non-significant",1.308,2.44991252558671,0.0332051327912155,17.92,9,0.0492048010833012,0.0404970367529593,0.0587594326795636,FALSE,FALSE,FALSE
"MARK3","MAP/microtubule affinity-regulating kinase 3",-4.24,"Up in X1H",1.304,-2.44408958221032,0.0335439068586426,18.29,1,0.0496896864524756,0.0434158701168334,0.0626412346942949,TRUE,FALSE,FALSE
"PKM","Pyruvate kinase PKM;Pyruvate kinase PKM;Pyruvate kinase PKLR",0.3,"Non-significant",1.304,2.4439999817538,0.0335491460837654,23.34,1,0.0496896864524756,0.000952924783373836,0.00209374524441997,FALSE,TRUE,FALSE
"ESRRB","Steroid hormone receptor ERR2",0.53,"Up in X5H",1.303,2.44289566015548,0.0336137851073367,15.1,1,0.0497729645846124,0.0248915725887938,0.0381464478134921,TRUE,FALSE,FALSE
"DDX31","Probable ATP-dependent RNA helicase DDX31",-0.25,"Non-significant",1.301,-2.44032173756451,0.0337649174788839,16.74,8,0.0499842423624108,0.0410545482989593,0.0595245680678614,FALSE,TRUE,FALSE
"ALG2","Alpha-1,3/1,6-mannosyltransferase ALG2",-0.25,"Non-significant",1.299,-2.43713980256046,0.0339526696900863,17.91,14,0.0502496114447826,0.0478538387584118,0.0683114991395712,FALSE,TRUE,FALSE
"UBAC2","Ubiquitin-associated domain-containing protein 2",-1.46,"Non-significant",1.298,-2.43603483016471,0.0340181079688647,18.61,6,0.0503326499126011,0.0440089011492619,0.0634041071585543,FALSE,FALSE,FALSE
"VKORC1L1","Vitamin K epoxide reductase complex subunit 1-like protein 1",0.24,"Non-significant",1.298,2.43590524932245,0.0340257900372494,18.26,3,0.0503326499126011,0.00657663310446087,0.0115437371934426,FALSE,TRUE,FALSE
"BRPF3","Bromodomain and PHD finger-containing protein 3",-0.56,"Non-significant",1.296,-2.43354581079126,0.0341659640688386,14.35,3,0.0505273705062029,0.0358498787411626,0.0527293777570827,FALSE,TRUE,FALSE
"ARHGEF28","Rho guanine nucleotide exchange factor 28",0.8,"Non-significant",1.294,2.43036880591407,0.0343556022229149,14.52,1,0.0507951270247345,0.0357908927369196,0.0526933845046911,FALSE,FALSE,FALSE
"UBL5","Ubiquitin-like protein 5",0.57,"Non-significant",1.291,2.42632201706344,0.0345986495336532,16.42,3,0.0511416960506185,0.0366767522845919,0.0538101520624672,FALSE,TRUE,FALSE
"COPS7A","COP9 signalosome complex subunit 7a",0.24,"Non-significant",1.291,2.4254142793797,0.0346533979987717,18.09,10,0.0512098291605225,0.0453961212548064,0.0652755405746512,FALSE,TRUE,FALSE
"VAPB","Vesicle-associated membrane protein-associated protein B/C;Vesicle-associated membrane protein-associated protein B/C;Vesicle-associated membrane protein-associated protein A",-0.27,"Non-significant",1.289,-2.42323426982764,0.0347852272187242,21.47,2,0.0513918076037931,0.00210535213533204,0.00420714913365744,FALSE,FALSE,FALSE
"MESD","LRP chaperone MESD",0.13,"Non-significant",1.286,2.41958513624025,0.0350069947106475,20.81,15,0.0517065371200453,0.0622341992065478,0.0866242664561617,FALSE,TRUE,FALSE
"GBF1","Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1",0.12,"Non-significant",1.286,2.41861363792906,0.0350662676967344,18.57,25,0.051781159461337,0.0726916269970467,0.0994029019971171,FALSE,TRUE,FALSE
"TMEM41B","Transmembrane protein 41B",-0.39,"Non-significant",1.284,-2.41622201444917,0.0352126033390789,18.47,3,0.0519842749394536,0.0281408411653311,0.0425202648557876,FALSE,TRUE,FALSE
"QARS1","Glutamine--tRNA ligase",0.06,"Non-significant",1.284,2.41568955820809,0.0352452636945302,21.08,35,0.0520195124171951,0.180255838590567,0.223085922807025,FALSE,TRUE,FALSE
"NME2P1","Putative nucleoside diphosphate kinase;Putative nucleoside diphosphate kinase;Nucleoside diphosphate kinase A",0.27,"Non-significant",1.281,2.41222443586947,0.0354585349069003,22.76,2,0.0523212346743463,0.00343107113724085,0.00645726714982636,FALSE,FALSE,FALSE
"SLC51A","Organic solute transporter subunit alpha",-0.67,"Non-significant",1.281,-2.41137869793911,0.0355107793762097,14.09,1,0.0523852609247153,0.0336893096920874,0.0498972829657274,FALSE,FALSE,FALSE
"AP3D1","AP-3 complex subunit delta-1",0.16,"Non-significant",1.277,2.40603217712862,0.035842797926262,18.61,19,0.0528618732127848,0.0601551632438208,0.0840467770752509,FALSE,FALSE,FALSE
"VRK3","Inactive serine/threonine-protein kinase VRK3",-0.74,"Non-significant",1.277,-2.40587687371466,0.0358524874049446,15.01,2,0.0528629872850877,0.0388088959111052,0.0566154430734737,FALSE,TRUE,FALSE
"TALDO1","Transaldolase",0.15,"Non-significant",1.275,2.40320988657994,0.0360192818566786,21.86,17,0.0530956877792644,0.0602037809232511,0.0840948469600748,FALSE,FALSE,FALSE
"RPLP1","60S acidic ribosomal protein P1",-0.27,"Non-significant",1.274,-2.40163533722664,0.0361181100321072,22.81,2,0.0532281088567817,0.00305757647469605,0.00582287737392227,FALSE,TRUE,FALSE
"KLHDC2","Kelch domain-containing protein 2",-0.88,"Non-significant",1.274,-2.40141368867684,0.0361320432520904,14.02,1,0.0532353834468673,0.0393613691934593,0.0573365882613733,FALSE,TRUE,FALSE
"NAALADL1","Aminopeptidase NAALADL1",-0.99,"Non-significant",1.273,-2.40077401668954,0.0361722835765414,14.03,2,0.0532814045114253,0.0424714207714563,0.0613683508436403,FALSE,FALSE,FALSE
"NDUFAF6","NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",0.67,"Non-significant",1.273,2.40019167717339,0.0362089552613145,14.61,1,0.0533221474069681,0.0342185054765838,0.0506177242262365,TRUE,FALSE,FALSE
"GLRX3","Glutaredoxin-3",0.14,"Non-significant",1.271,2.39725107587402,0.0363946884882132,20.54,13,0.0535823268934455,0.0574063791385266,0.0805486235149779,FALSE,FALSE,FALSE
"LGR5","Leucine-rich repeat-containing G-protein coupled receptor 5",-0.75,"Non-significant",1.268,-2.39297758184112,0.0366662667886926,14.17,1,0.0539687314897249,0.0371676506974357,0.0544360668405848,FALSE,TRUE,FALSE
"RBM19","Probable RNA-binding protein 19",-0.24,"Non-significant",1.267,-2.39206102429977,0.036724770364529,16.77,12,0.0540413992158464,0.0500952125553679,0.0711847676969529,FALSE,TRUE,FALSE
"NARS1","Asparagine--tRNA ligase, cytoplasmic",0.74,"Non-significant",1.267,2.39098115126438,0.0367938150943585,17.59,1,0.0541295385164891,0.0370904420973621,0.0543631770844914,FALSE,FALSE,FALSE
"RPS27A","Ubiquitin-40S ribosomal protein S27a",-0.33,"Non-significant",1.266,-2.3901693348521,0.0368458041744983,23.87,15,0.0541790813371039,0.0500212245668063,0.071096705683832,FALSE,TRUE,FALSE
"STX7","Syntaxin-7",-0.13,"Non-significant",1.266,-2.39025370118227,0.0368403979852039,19.56,8,0.0541790813371039,0.0371289989750529,0.0544062127130728,FALSE,TRUE,FALSE
"GEMIN8","Gem-associated protein 8",0.82,"Non-significant",1.265,2.38904715777232,0.0369177868051358,15.2,1,0.054271439633786,0.0392912888206949,0.0572626985103576,TRUE,FALSE,FALSE
"LACTB2","Endoribonuclease LACTB2",0.28,"Non-significant",1.264,2.38663895514119,0.0370727251911695,18.21,6,0.0544856718718703,0.0399220692063829,0.0580533014239782,FALSE,TRUE,FALSE
"MRPS18B","28S ribosomal protein S18b, mitochondrial",-0.16,"Non-significant",1.264,-2.38646330258088,0.0370840510486676,19.28,6,0.0544887832269595,0.0257520661824958,0.039241559516309,FALSE,TRUE,FALSE
"GIT1","ARF GTPase-activating protein GIT2;ARF GTPase-activating protein GIT1",0.44,"Non-significant",1.263,2.38474335736739,0.0371951292567875,15.39,4,0.0546384259713038,0.0395680601128791,0.057595132026545,FALSE,TRUE,FALSE
"CORO2A","Coronin-2A",-0.27,"Non-significant",1.26,-2.38097535692577,0.0374396099747963,17.2,5,0.0549839097098212,0.0348819041220227,0.0514832194287874,FALSE,FALSE,FALSE
"TANGO2","Transport and Golgi organization protein 2 homolog",0.63,"Non-significant",1.259,2.38027454515635,0.0374852533598232,14.74,1,0.0550372814218546,0.0339444428021858,0.0502572272235018,FALSE,FALSE,FALSE
"SMAP1","Stromal membrane-associated protein 1",0.68,"Non-significant",1.259,2.3800671426784,0.0374987717297425,16.82,3,0.0550434711795798,0.042390466579681,0.0612663387278878,FALSE,FALSE,FALSE
"SDE2","Replication stress response regulator SDE2",-0.55,"Non-significant",1.259,-2.37982183445058,0.0375147669032364,16.44,3,0.0550532926008059,0.039531556642007,0.0575561566561898,FALSE,FALSE,FALSE
"RPS25","40S ribosomal protein S25",-0.17,"Non-significant",1.257,-2.3769642579791,0.0377015836644438,23.21,9,0.0553137293683397,0.0461479342838009,0.0661636363356554,FALSE,FALSE,FALSE
"FOXP4","Forkhead box protein P4",-0.69,"Non-significant",1.257,-2.37680034462186,0.0377123270841334,15.81,2,0.0553157757453687,0.0396964253004334,0.0577393678718448,TRUE,FALSE,FALSE
"CDC37","Hsp90 co-chaperone Cdc37",0.21,"Non-significant",1.255,2.37394095381325,0.0379002211948886,21.04,10,0.0555751267126949,0.0493517407222126,0.0702632939974331,FALSE,FALSE,FALSE
"SPRYD7","SPRY domain-containing protein 7",-0.33,"Non-significant",1.255,-2.37376370131741,0.0379118986275649,16.51,2,0.0555751267126949,0.0135909237852541,0.0220866509303347,FALSE,TRUE,FALSE
"MRE11","Double-strand break repair protein MRE11",-0.14,"Non-significant",1.254,-2.37203029002979,0.0380262808945506,18.68,15,0.0557210262637583,0.0633628878216668,0.0880089688358691,FALSE,TRUE,FALSE
"ANKRD18A","Ankyrin repeat domain-containing protein 20A1",-2.68,"Non-significant",1.253,-2.37058953366615,0.0381216073604537,16.09,1,0.0558415730451252,0.0483307009122549,0.0689257067480869,TRUE,FALSE,FALSE
"ATP9B","Probable phospholipid-transporting ATPase IIB",0.91,"Non-significant",1.253,2.37050176740736,0.0381274218526797,15.24,1,0.0558415730451252,0.0421853040333683,0.0610145304242093,FALSE,FALSE,FALSE
"TRIM47","E3 ubiquitin-protein ligase TRIM47",0.22,"Non-significant",1.253,2.36987850399109,0.0381687377295375,16.99,10,0.0558744238361389,0.0496401030221853,0.0706305701494084,FALSE,FALSE,FALSE
"ARFRP1","ADP-ribosylation factor-related protein 1",0.82,"Non-significant",1.252,2.36824420356165,0.0382772818518724,15.69,5,0.0560194599845484,0.0477818542127736,0.0682416682058849,FALSE,FALSE,FALSE
"MARK2","Serine/threonine-protein kinase MARK2;Serine/threonine-protein kinase MARK2",0.32,"Non-significant",1.251,2.36665290480237,0.0383832585425937,16.64,1,0.0561606678527515,0.00493444188991704,0.00890970175851057,FALSE,TRUE,FALSE
"AMZ2","Archaemetzincin-2",0.78,"Non-significant",1.25,2.36535843694766,0.038469677516952,14.59,1,0.0562731970006934,0.0399552543511201,0.058087282554196,FALSE,FALSE,FALSE
"PGS1","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",0.42,"Non-significant",1.247,2.36128070011031,0.0387431471709861,15.58,1,0.0566592194292449,0.0200394372367341,0.0313188986079651,FALSE,FALSE,FALSE
"SUGCT","Succinate--hydroxymethylglutarate CoA-transferase",1.23,"Non-significant",1.246,2.36032304976351,0.0388076447395105,15.11,2,0.0567395191311302,0.0470791169373852,0.0673844061244577,TRUE,FALSE,FALSE
"AKR1C1","Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C1",-0.23,"Non-significant",1.245,-2.35869936820747,0.0389172380410169,22.01,3,0.0568725559324303,0.0069639881045185,0.0121408124968874,FALSE,FALSE,FALSE
"WDR92","WD repeat-containing protein 92",0.9,"Non-significant",1.245,2.35869016287932,0.0389178602282255,14.81,1,0.0568725559324303,0.0429632677949585,0.0620487321315034,TRUE,FALSE,FALSE
"TDRKH","Tudor and KH domain-containing protein",0.82,"Non-significant",1.244,2.35686490422517,0.0390414205402611,14.86,4,0.0570390334164752,0.0476912531787309,0.0681616292411959,TRUE,FALSE,FALSE
"PSMD7","26S proteasome non-ATPase regulatory subunit 7",0.11,"Non-significant",1.243,2.355725412632,0.039118751336759,21.11,11,0.0571379046308573,0.0578833233739651,0.0811985833105149,FALSE,TRUE,FALSE
"MICOS13","MICOS complex subunit MIC13",-0.27,"Non-significant",1.241,-2.35347339062956,0.0392720213637128,18.01,3,0.0573476185609795,0.0157288627816129,0.0251806496425335,FALSE,FALSE,FALSE
"AGPAT1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha",0.46,"Non-significant",1.241,2.353019548844,0.0393029798997057,19.07,2,0.0573765399132278,0.0307373408130041,0.0460321046799659,FALSE,TRUE,FALSE
"EIF1AD","Probable RNA-binding protein EIF1AD",0.65,"Non-significant",1.241,2.35289880019758,0.0393112206875487,15.03,5,0.0573765399132278,0.048071482885992,0.0685725564697238,FALSE,FALSE,FALSE
"DTYMK","Thymidylate kinase",0.12,"Non-significant",1.24,2.35119116881466,0.0394279421208271,20.09,15,0.0575271668489116,0.0696343186006954,0.0958869590785,FALSE,TRUE,FALSE
"RSU1","Ras suppressor protein 1",-0.28,"Non-significant",1.24,-2.35110462473032,0.0394338666113209,18.92,7,0.0575271668489116,0.0459223065940671,0.0658880427054061,FALSE,TRUE,FALSE
"GOLGA4","Myosin-10;Golgin subfamily A member 4",0.16,"Non-significant",1.24,2.35047833966813,0.0394767655754524,17.67,34,0.0575755538353345,0.0695514568123544,0.0957951512939248,FALSE,TRUE,FALSE
"CDC37L1","Hsp90 co-chaperone Cdc37-like 1",1.12,"Non-significant",1.239,2.34997096185126,0.0395115529349123,14.84,1,0.0576120893829167,0.0460617193084578,0.0660720468237926,FALSE,TRUE,FALSE
"TAF10","Transcription initiation factor TFIID subunit 10",-0.39,"Non-significant",1.239,-2.34958130427593,0.03953828925651,15.86,3,0.057636870542195,0.0332980403937308,0.0493919541262736,FALSE,FALSE,FALSE
"STX17","Syntaxin-17",0.39,"Non-significant",1.238,2.3482673329998,0.0396285769163515,18.3,3,0.0577542585256286,0.0327802113405161,0.0487460443583397,FALSE,TRUE,FALSE
"GGT5","Glutathione hydrolase 5 proenzyme",-0.52,"Non-significant",1.237,-2.34627575355316,0.039765807418904,14.39,2,0.057939511331014,0.0353266889534559,0.0520747430337814,FALSE,FALSE,FALSE
"UCKL1","Uridine-cytidine kinase-like 1",0.79,"Non-significant",1.237,2.34613861756066,0.0397752737918842,15.22,3,0.057939511331014,0.0466012197506298,0.0667811618465673,FALSE,FALSE,FALSE
"SPTBN2","Spectrin beta chain, non-erythrocytic 2;Spectrin beta chain, non-erythrocytic 2;Spectrin beta chain, non-erythrocytic 2;Spectrin beta chain, erythrocytic;Spectrin beta chain, non-erythrocytic 1",-0.31,"Non-significant",1.236,-2.34501206707619,0.0398531214337607,19.7,1,0.0580386215908348,0.00424638947902474,0.00782007050961388,FALSE,TRUE,FALSE
"ZFYVE26","Zinc finger FYVE domain-containing protein 26",0.46,"Non-significant",1.236,2.34479884189776,0.039867872507302,15.13,3,0.05804581732916,0.0382183264449013,0.055847979327134,FALSE,FALSE,FALSE
"METTL1","tRNA (guanine-N(7)-)-methyltransferase",0.66,"Non-significant",1.236,2.3442187212776,0.0399080325184681,16.18,4,0.0580899946892437,0.0473354288827394,0.0677021350493519,FALSE,FALSE,FALSE
"C19orf25","UPF0449 protein C19orf25",0.35,"Non-significant",1.236,2.3436113466678,0.0399501213389361,17.69,3,0.0581369571968728,0.0293485390782334,0.044175860016766,FALSE,TRUE,FALSE
"DCP1A","mRNA-decapping enzyme 1A",1.73,"Non-significant",1.235,2.3424319036577,0.0400319755455474,16.48,5,0.0582417505047957,0.0510375327743971,0.0723847270915886,FALSE,FALSE,FALSE
"ROMO1","Reactive oxygen species modulator 1",0.44,"Non-significant",1.234,2.34168119887446,0.0400841597925854,16.06,2,0.0583033366501298,0.0303709330871249,0.045552550336253,FALSE,FALSE,FALSE
"NDUFAF8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8",1.26,"Non-significant",1.234,2.3411895053124,0.0401183750086244,15.32,1,0.0583387625770534,0.0478028818740459,0.0682552249152339,TRUE,FALSE,FALSE
"FRYL","Protein furry homolog-like",0.28,"Non-significant",1.233,2.33964220951228,0.0402262309594023,15.88,7,0.0584812306110033,0.0468633584692813,0.0671131036444916,FALSE,TRUE,FALSE
"CYBC1","Cytochrome b-245 chaperone 1",0.56,"Non-significant",1.233,2.33908662460276,0.0402650272560738,16.62,2,0.0585088816979834,0.0381458413949643,0.0557719158720049,FALSE,TRUE,FALSE
"MFGE8","Lactadherin",-0.24,"Non-significant",1.233,-2.33908978531592,0.0402648064419032,17.38,4,0.0585088816979834,0.0233018959294106,0.0358868605451126,FALSE,FALSE,FALSE
"CUL3","Cullin-3",0.18,"Non-significant",1.232,2.33794216579657,0.0403450589083695,18.44,21,0.0585963950812034,0.0635024226350838,0.0881820780877237,FALSE,FALSE,FALSE
"MAPRE2","Microtubule-associated protein RP/EB family member 2",0.24,"Non-significant",1.232,2.3380008179217,0.0403409536322508,18.45,10,0.0585963950812034,0.0521046863134524,0.0737921084051455,FALSE,TRUE,FALSE
"NKTR","NK-tumor recognition protein",-0.61,"Non-significant",1.232,-2.33701663785276,0.0404098936929056,14.57,3,0.0586617617715708,0.0443529793350107,0.063884269407317,FALSE,TRUE,FALSE
"UQCC2","Ubiquinol-cytochrome-c reductase complex assembly factor 2",-0.26,"Non-significant",1.232,-2.33713489868486,0.0404016036916824,18.62,5,0.0586617617715708,0.0364985527540804,0.0535885698873186,FALSE,FALSE,FALSE
"AP1S2","AP-1 complex subunit sigma-2;AP-1 complex subunit sigma-2;AP-1 complex subunit sigma-1A;AP-1 complex subunit sigma-3",-0.31,"Non-significant",1.227,-2.33083146927386,0.0408457779942013,16.58,1,0.0592700622454239,0.00486757468385483,0.00882126781144534,FALSE,TRUE,FALSE
"TTC5","Tetratricopeptide repeat protein 5",0.96,"Non-significant",1.227,2.33078651091074,0.0408489629604257,14.8,2,0.0592700622454239,0.0476046631909372,0.0680543107274162,FALSE,FALSE,FALSE
"ERP44","Endoplasmic reticulum resident protein 44",0.09,"Non-significant",1.226,2.32903712758057,0.0409730810070625,20.48,16,0.0594320165023722,0.0886823557131142,0.119095210793122,FALSE,TRUE,FALSE
"MARVELD2","MARVEL domain-containing protein 2",-0.92,"Non-significant",1.226,-2.32888046595365,0.0409842139150161,15.26,2,0.0594320165023722,0.0473679296965854,0.0677322474660937,FALSE,FALSE,FALSE
